timestamp,iteration,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
39.032336,Iter1-Wait,58000,43000,0,0
39.532949,Iter1-Wait,51000,42000,0,0
40.033381,Iter1-Wait,46000,41000,0,0
40.533999,Iter1-Wait,43000,41000,0,0
41.034420,Iter1-Wait,41000,41000,0,0
41.534958,Iter1-Wait,40000,40000,0,0
42.035479,Iter1-Wait,39000,40000,0,0
42.536098,Iter1-Wait,39000,40000,0,0
43.036521,Iter1-Wait,38000,40000,0,0
43.537041,Iter1-Wait,38000,39000,0,0
44.037456,Iter2,38000,39000,0,0
44.537681,Iter2,47000,41000,99,0
45.038107,Iter2,55000,42000,100,0
45.538538,Iter2,60000,43000,100,0
46.038762,Iter2,64000,43000,100,0
46.539177,Iter2,66000,43000,100,0
47.039612,Iter2,68000,43000,100,0
47.539838,Iter2,69000,44000,100,0
48.040260,Iter2,69000,43000,100,0
48.540684,Iter2,70000,43000,100,0
49.040907,Iter2,70000,43000,100,0
49.541326,Iter2,70000,44000,100,0
50.041746,Iter2,70000,44000,100,0
50.541971,Iter2,70000,44000,100,0
51.042396,Iter2,71000,44000,100,0
51.542812,Iter2,71000,44000,100,0
52.043036,Iter2,71000,45000,100,0
52.543476,Iter2,71000,45000,100,0
53.043885,Iter2,71000,45000,100,0
53.544113,Iter2,71000,45000,100,0
54.044541,Iter2,72000,45000,100,0
54.544974,Iter2,72000,45000,100,0
55.045195,Iter2,71000,45000,100,0
55.545614,Iter2,71000,45000,100,0
56.046035,Iter2,71000,45000,100,0
56.546277,Iter2,71000,45000,100,0
57.046687,Iter2,72000,45000,100,0
57.547117,Iter2,72000,45000,100,0
58.047348,Iter2,72000,45000,100,0
58.547760,Iter2,72000,45000,100,0
59.048195,Iter2,72000,46000,100,0
59.548419,Iter2,72000,45000,100,0
60.049251,Iter2,72000,45000,100,0
60.549476,Iter2,72000,45000,100,0
61.049882,Iter2,72000,46000,100,0
61.550320,Iter2,72000,46000,100,0
62.050555,Iter2,72000,45000,100,0
62.550954,Iter2,72000,46000,100,0
63.051388,Iter2,72000,45000,100,0
63.551611,Iter2,72000,46000,100,0
64.052027,Iter2,72000,46000,100,0
64.552463,Iter2,72000,46000,100,0
65.052687,Iter2,72000,46000,100,0
65.553100,Iter2,72000,46000,100,0
66.053536,Iter2,72000,46000,100,0
66.553762,Iter2,72000,46000,100,0
67.054173,Iter2,72000,45000,100,0
67.554590,Iter2,72000,46000,100,0
68.054826,Iter2,72000,46000,100,0
68.555264,Iter2,72000,46000,100,0
69.055663,Iter2,72000,46000,100,0
69.555886,Iter2,72000,46000,100,0
70.056318,Iter2,72000,46000,100,0
70.556752,Iter2,72000,46000,100,0
71.056975,Iter2,72000,46000,100,0
71.557401,Iter2,72000,46000,100,0
72.057809,Iter2,72000,46000,100,0
72.558036,Iter2,72000,46000,100,0
73.058466,Iter2,72000,46000,100,0
73.558900,Iter2,72000,46000,100,0
74.059124,Iter2,72000,46000,100,0
74.559543,Iter2,72000,46000,100,0
75.059951,Iter2,72000,46000,100,0
75.560186,Iter2,72000,46000,100,0
76.060621,Iter2,72000,46000,100,0
76.561043,Iter2,72000,46000,100,0
77.061275,Iter2,72000,46000,100,0
77.561681,Iter2,72000,46000,100,0
78.062115,Iter2,72000,46000,100,0
78.562346,Iter2,72000,46000,100,0
79.062754,Iter2,72000,46000,100,0
79.563187,Iter2,72000,46000,100,0
80.063413,Iter2,72000,46000,100,0
80.563827,Iter2,72000,46000,100,0
81.064251,Iter2,72000,46000,100,0
81.564496,Iter2,72000,46000,100,0
82.064900,Iter2,75000,46000,100,0
82.565435,Iter2-Wait,70000,45000,4,0
83.066467,Iter2-Wait,59000,43000,0,0
83.567085,Iter2-Wait,52000,43000,0,0
84.067507,Iter2-Wait,47000,42000,0,0
84.568527,Iter2-Wait,44000,41000,0,0
85.069554,Iter2-Wait,42000,41000,0,0
85.570192,Iter2-Wait,41000,41000,0,0
86.070603,Iter2-Wait,40000,40000,0,0
86.571637,Iter2-Wait,39000,40000,0,0
87.072276,Iter2-Wait,38000,40000,0,0
87.572559,Iter2-Wait,38000,40000,0,0
88.073318,Iter3,38000,40000,0,0
88.573607,Iter3,47000,41000,99,0
89.073830,Iter3,55000,42000,100,0
89.574273,Iter3,61000,43000,100,0
90.074696,Iter3,64000,43000,100,0
90.574920,Iter3,67000,43000,100,0
91.075347,Iter3,68000,44000,100,0
91.575752,Iter3,69000,44000,100,0
92.075976,Iter3,70000,44000,100,0
92.576412,Iter3,70000,44000,100,0
93.076854,Iter3,70000,44000,100,0
93.577092,Iter3,70000,44000,100,0
94.077483,Iter3,70000,44000,100,0
94.577899,Iter3,70000,44000,100,0
95.078125,Iter3,71000,44000,100,0
95.578555,Iter3,71000,44000,100,0
96.078974,Iter3,71000,44000,100,0
96.579200,Iter3,71000,45000,100,0
97.079628,Iter3,71000,45000,100,0
97.580047,Iter3,71000,45000,100,0
98.080469,Iter3,69000,45000,42,0
98.581098,Iter3,69000,45000,100,0
99.081344,Iter3,70000,45000,100,0
99.581751,Iter3,71000,45000,100,0
100.082168,Iter3,71000,45000,100,0
100.582395,Iter3,71000,45000,100,0
101.082822,Iter3,72000,45000,100,0
101.583293,Iter3,72000,46000,100,0
102.083524,Iter3,72000,46000,100,0
102.583895,Iter3,72000,46000,100,0
103.084329,Iter3,72000,46000,100,0
103.584552,Iter3,72000,46000,100,0
104.085360,Iter3,72000,46000,100,0
104.585586,Iter3,72000,46000,100,0
105.086019,Iter3,72000,45000,100,0
105.586458,Iter3,72000,46000,100,0
106.086686,Iter3,72000,46000,100,0
106.587091,Iter3,72000,46000,100,0
107.087832,Iter3,72000,46000,100,0
107.588617,Iter3,72000,46000,100,0
108.089164,Iter3,72000,46000,100,0
108.589740,Iter3,72000,46000,100,0
109.090657,Iter3,72000,46000,100,0
109.590902,Iter3,72000,46000,100,0
110.091277,Iter3,72000,46000,100,0
110.591703,Iter3,72000,46000,100,0
111.096926,Iter3,72000,46000,100,0
111.597343,Iter3,72000,46000,100,0
112.097906,Iter3,72000,46000,100,0
112.598381,Iter3,72000,46000,100,0
113.098810,Iter3,72000,46000,100,0
113.599435,Iter3,72000,46000,100,0
114.099839,Iter3,72000,46000,100,0
114.600060,Iter3,72000,46000,100,0
115.100503,Iter3,72000,46000,100,0
115.600934,Iter3,72000,46000,100,0
116.101158,Iter3,72000,46000,100,0
116.601984,Iter3,72000,46000,100,0
117.102258,Iter3,72000,46000,100,0
117.602623,Iter3,72000,46000,100,0
118.103051,Iter3,72000,46000,100,0
118.603295,Iter3,72000,46000,100,0
119.103705,Iter3,72000,46000,100,0
119.604122,Iter3,72000,46000,100,0
120.104364,Iter3,72000,46000,100,0
120.604770,Iter3,72000,46000,100,0
121.105203,Iter3,72000,46000,100,0
121.605429,Iter3,72000,46000,100,0
122.105842,Iter3,72000,46000,100,0
122.606276,Iter3,72000,46000,100,0
123.106506,Iter3,72000,46000,100,0
123.606914,Iter3,72000,46000,100,0
124.107347,Iter3,72000,46000,100,0
124.607576,Iter3,72000,46000,100,0
125.107993,Iter3,72000,46000,100,0
125.608423,Iter3,72000,46000,100,0
126.108645,Iter3,74000,46000,100,0
126.609576,Iter3-Wait,73000,46000,12,0
127.110195,Iter3-Wait,61000,44000,0,0
127.610617,Iter3-Wait,53000,43000,0,0
128.111638,Iter3-Wait,48000,42000,0,0
128.612292,Iter3-Wait,44000,42000,0,0
129.112690,Iter3-Wait,42000,41000,0,0
129.613349,Iter3-Wait,41000,41000,0,0
130.113739,Iter3-Wait,40000,40000,0,0
130.614386,Iter3-Wait,39000,40000,0,0
131.114666,Iter3-Wait,39000,40000,0,0
131.614896,Iter3-Wait,39000,40000,0,0
132.115847,Iter4,38000,40000,0,0
132.616741,Iter4,47000,41000,99,0
133.116967,Iter4,55000,42000,100,0
133.617403,Iter4,61000,43000,100,0
134.117832,Iter4,65000,43000,100,0
134.618053,Iter4,67000,43000,100,0
135.118472,Iter4,68000,44000,100,0
135.618906,Iter4,69000,44000,100,0
136.119129,Iter4,70000,44000,100,0
136.619545,Iter4,70000,44000,100,0
137.119973,Iter4,70000,44000,100,0
137.620199,Iter4,70000,44000,100,0
138.120619,Iter4,71000,44000,100,0
138.621052,Iter4,71000,44000,100,0
139.121293,Iter4,71000,44000,100,0
139.621691,Iter4,71000,44000,100,0
140.122109,Iter4,71000,45000,100,0
140.622342,Iter4,71000,45000,100,0
141.122773,Iter4,71000,45000,100,0
141.623176,Iter4,71000,45000,100,0
142.123399,Iter4,71000,45000,100,0
142.623836,Iter4,71000,45000,100,0
143.124267,Iter4,71000,45000,100,0
143.624488,Iter4,71000,45000,100,0
144.125327,Iter4,71000,45000,100,0
144.625551,Iter4,72000,45000,100,0
145.125956,Iter4,72000,45000,100,0
145.626373,Iter4,72000,46000,100,0
146.126594,Iter4,72000,46000,100,0
146.627028,Iter4,72000,46000,100,0
147.127462,Iter4,72000,46000,100,0
147.627688,Iter4,72000,46000,100,0
148.128101,Iter4,72000,46000,100,0
148.628518,Iter4,72000,46000,100,0
149.128746,Iter4,72000,46000,100,0
149.629177,Iter4,72000,46000,100,0
150.129586,Iter4,72000,45000,100,0
150.629808,Iter4,72000,45000,100,0
151.130267,Iter4,72000,46000,100,0
151.630665,Iter4,72000,46000,100,0
152.130887,Iter4,72000,46000,100,0
152.631320,Iter4,72000,46000,100,0
153.131735,Iter4,72000,46000,100,0
153.631958,Iter4,72000,46000,100,0
154.132391,Iter4,72000,46000,100,0
154.632825,Iter4,72000,46000,100,0
155.133071,Iter4,72000,46000,100,0
155.633469,Iter4,72000,46000,100,0
156.133879,Iter4,72000,46000,100,0
156.634096,Iter4,72000,46000,100,0
157.134542,Iter4,72000,46000,100,0
157.634948,Iter4,72000,46000,100,0
158.135172,Iter4,72000,46000,100,0
158.635609,Iter4,72000,46000,100,0
159.136041,Iter4,72000,46000,100,0
159.636283,Iter4,72000,46000,100,0
160.136681,Iter4,72000,46000,100,0
160.637096,Iter4,72000,46000,100,0
161.137320,Iter4,72000,46000,100,0
161.637764,Iter4,72000,46000,100,0
162.138173,Iter4,72000,46000,100,0
162.638401,Iter4,72000,46000,100,0
163.138826,Iter4,72000,46000,100,0
163.639261,Iter4,72000,46000,100,0
164.139489,Iter4,72000,46000,100,0
164.640317,Iter4,72000,46000,100,0
165.140540,Iter4,72000,46000,100,0
165.640946,Iter4,72000,46000,100,0
166.141379,Iter4,72000,46000,100,0
166.641602,Iter4,72000,46000,100,0
167.142425,Iter4,72000,46000,100,0
167.642665,Iter4,72000,46000,100,0
168.143070,Iter4,72000,46000,100,0
168.643486,Iter4,72000,46000,100,0
169.143721,Iter4,72000,46000,100,0
169.644525,Iter4,72000,46000,100,0
170.144752,Iter4,75000,46000,100,0
170.645313,Iter4-Wait,69000,45000,3,0
171.145720,Iter4-Wait,59000,44000,0,0
171.646744,Iter4-Wait,51000,43000,0,0
172.147765,Iter4-Wait,47000,42000,0,0
172.648794,Iter4-Wait,44000,41000,0,0
173.149431,Iter4-Wait,42000,41000,0,0
173.649842,Iter4-Wait,41000,41000,0,0
174.150857,Iter4-Wait,40000,41000,0,0
174.651905,Iter4-Wait,39000,40000,0,0
175.152524,Iter4-Wait,39000,40000,0,0
175.652938,Iter4-Wait,38000,40000,0,0
176.153962,Iter5,38000,40000,0,0
176.654490,Iter5,47000,41000,99,0
177.154907,Iter5,55000,42000,100,0
177.655131,Iter5,61000,43000,100,0
178.155552,Iter5,65000,43000,100,0
178.655986,Iter5,67000,44000,100,0
179.156212,Iter5,68000,44000,100,0
179.656625,Iter5,69000,44000,100,0
180.157055,Iter5,70000,44000,100,0
180.657300,Iter5,70000,44000,100,0
181.157698,Iter5,70000,44000,100,0
181.658114,Iter5,70000,44000,100,0
182.158347,Iter5,71000,44000,100,0
182.658771,Iter5,71000,44000,100,0
183.159185,Iter5,71000,44000,100,0
183.659408,Iter5,71000,44000,100,0
184.159842,Iter5,71000,44000,100,0
184.660275,Iter5,71000,44000,100,0
185.160500,Iter5,71000,44000,100,0
185.660914,Iter5,71000,44000,100,0
186.161330,Iter5,71000,44000,100,0
186.661571,Iter5,71000,45000,100,0
187.161991,Iter5,71000,45000,100,0
187.662406,Iter5,71000,45000,100,0
188.162628,Iter5,71000,45000,100,0
188.663453,Iter5,71000,45000,100,0
189.163676,Iter5,71000,45000,100,0
189.664108,Iter5,71000,45000,100,0
190.164515,Iter5,71000,45000,100,0
190.664739,Iter5,71000,45000,100,0
191.165181,Iter5,71000,45000,100,0
191.665588,Iter5,71000,45000,100,0
192.165835,Iter5,71000,45000,100,0
192.666646,Iter5,72000,45000,100,0
193.166871,Iter5,72000,45000,100,0
193.667320,Iter5,72000,45000,100,0
194.167733,Iter5,72000,45000,100,0
194.667958,Iter5,72000,45000,100,0
195.168779,Iter5,72000,45000,100,0
195.669003,Iter5,72000,45000,100,0
196.169431,Iter5,72000,46000,100,0
196.669859,Iter5,72000,45000,100,0
197.170081,Iter5,72000,46000,100,0
197.670495,Iter5,72000,46000,100,0
198.170910,Iter5,72000,46000,100,0
198.671136,Iter5,72000,46000,100,0
199.171568,Iter5,72000,46000,100,0
199.671991,Iter5,72000,46000,100,0
200.172217,Iter5,72000,46000,100,0
200.672642,Iter5,72000,45000,100,0
201.173059,Iter5,72000,46000,100,0
201.673302,Iter5,72000,45000,100,0
202.173715,Iter5,72000,46000,100,0
202.674130,Iter5,72000,46000,100,0
203.174365,Iter5,72000,45000,100,0
203.674795,Iter5,72000,46000,100,0
204.175199,Iter5,72000,46000,100,0
204.675424,Iter5,72000,46000,100,0
205.175873,Iter5,72000,46000,100,0
205.676283,Iter5,72000,46000,100,0
206.176509,Iter5,72000,46000,100,0
206.676931,Iter5,72000,46000,100,0
207.177365,Iter5,72000,46000,100,0
207.677590,Iter5,72000,46000,100,0
208.178006,Iter5,72000,46000,100,0
208.678424,Iter5,72000,46000,100,0
209.178649,Iter5,72000,46000,100,0
209.679078,Iter5,72000,46000,100,0
210.179495,Iter5,72000,46000,100,0
210.679721,Iter5,72000,46000,100,0
211.180163,Iter5,72000,46000,100,0
211.680588,Iter5,72000,46000,100,0
212.180822,Iter5,72000,46000,100,0
212.681243,Iter5,72000,46000,100,0
213.181629,Iter5,72000,46000,100,0
213.681852,Iter5,72000,46000,100,0
214.182314,Iter5,75000,46000,100,0
214.682830,Iter5-Wait,69000,45000,3,0
215.183849,Iter5-Wait,59000,44000,0,0
215.684873,Iter5-Wait,51000,43000,0,0
216.185898,Iter5-Wait,47000,42000,0,0
216.686922,Iter5-Wait,44000,41000,0,0
217.187563,Iter5-Wait,42000,41000,0,0
217.687991,Iter5-Wait,40000,41000,0,0
218.188492,Iter5-Wait,40000,40000,0,0
218.688908,Iter5-Wait,39000,40000,0,0
219.189299,Iter5-Wait,39000,40000,0,0
219.690071,Iter5-Wait,38000,40000,0,0
220.191204,Iter6,38000,40000,0,0
220.691999,Iter6,47000,41000,99,0
221.192224,Iter6,55000,42000,100,0
221.692662,Iter6,61000,43000,100,0
222.193080,Iter6,65000,43000,100,0
222.693441,Iter6,67000,43000,100,0
223.194150,Iter6,68000,44000,100,0
223.694373,Iter6,69000,44000,100,0
224.195176,Iter6,70000,44000,100,0
224.695416,Iter6,70000,44000,100,0
225.195832,Iter6,70000,44000,100,0
225.696273,Iter6,70000,44000,100,0
226.196499,Iter6,70000,44000,100,0
226.697320,Iter6,70000,44000,100,0
227.197547,Iter6,70000,44000,100,0
227.697948,Iter6,70000,44000,100,0
228.198383,Iter6,70000,44000,100,0
228.698587,Iter6,70000,44000,100,0
229.199416,Iter6,70000,44000,100,0
229.699640,Iter6,70000,44000,100,0
230.200072,Iter6,70000,44000,100,0
230.700490,Iter6,71000,44000,100,0
231.200721,Iter6,71000,44000,100,0
231.701144,Iter6,71000,44000,100,0
232.201558,Iter6,71000,44000,100,0
232.701760,Iter6,71000,44000,100,0
233.202618,Iter6,71000,44000,100,0
233.702842,Iter6,71000,44000,100,0
234.203284,Iter6,71000,44000,100,0
234.703698,Iter6,71000,45000,100,0
235.203923,Iter6,71000,45000,100,0
235.704337,Iter6,71000,45000,100,0
236.204771,Iter6,71000,45000,100,0
236.704989,Iter6,71000,45000,100,0
237.205807,Iter6,71000,45000,100,0
237.706032,Iter6,71000,45000,100,0
238.206457,Iter6,71000,45000,100,0
238.706876,Iter6,71000,45000,100,0
239.207098,Iter6,71000,45000,100,0
239.707532,Iter6,71000,45000,100,0
240.207964,Iter6,71000,45000,100,0
240.708167,Iter6,71000,45000,100,0
241.208602,Iter6,71000,45000,100,0
241.709036,Iter6,71000,45000,100,0
242.209279,Iter6,71000,45000,100,0
242.709678,Iter6,71000,45000,100,0
243.210130,Iter6,71000,45000,100,0
243.710380,Iter6,71000,45000,100,0
244.210749,Iter6,71000,45000,100,0
244.711166,Iter6,71000,45000,100,0
245.211389,Iter6,72000,45000,100,0
245.711822,Iter6,72000,46000,100,0
246.212277,Iter6,72000,45000,100,0
246.712502,Iter6,72000,45000,100,0
247.212893,Iter6,72000,45000,100,0
247.713329,Iter6,72000,46000,100,0
248.213551,Iter6,72000,46000,100,0
248.713970,Iter6,72000,45000,100,0
249.214419,Iter6,72000,45000,100,0
249.714738,Iter6,72000,45000,100,0
250.215454,Iter6,72000,45000,100,0
250.715673,Iter6,72000,45000,100,0
251.216489,Iter6,72000,45000,100,0
251.716712,Iter6,72000,45000,100,0
252.217140,Iter6,72000,45000,100,0
252.717638,Iter6,72000,46000,100,0
253.217825,Iter6,72000,46000,100,0
253.718616,Iter6,72000,46000,100,0
254.218839,Iter6,72000,46000,100,0
254.719282,Iter6,72000,46000,100,0
255.219665,Iter6,72000,46000,100,0
255.719893,Iter6,72000,46000,100,0
256.220334,Iter6,72000,46000,100,0
256.720738,Iter6,72000,45000,100,0
257.220911,Iter6,72000,46000,100,0
257.721413,Iter6,72000,46000,100,0
258.221817,Iter6,75000,46000,100,0
258.722201,Iter6-Wait,69000,45000,3,0
259.222987,Iter6-Wait,58000,43000,0,0
259.724002,Iter6-Wait,51000,42000,0,0
260.224645,Iter6-Wait,47000,42000,0,0
260.725054,Iter6-Wait,44000,41000,0,0
261.225685,Iter6-Wait,42000,41000,0,0
261.726105,Iter6-Wait,40000,41000,0,0
262.227013,Iter6-Wait,40000,40000,0,0
262.727258,Iter6-Wait,39000,40000,0,0
263.227781,Iter6-Wait,39000,40000,0,0
263.728201,Iter6-Wait,38000,40000,0,0
264.229247,Iter7,38000,40000,0,0
264.729739,Iter7,47000,41000,99,0
265.230157,Iter7,55000,42000,100,0
265.730379,Iter7,61000,43000,100,0
266.230814,Iter7,64000,43000,100,0
266.731247,Iter7,67000,44000,100,0
267.231469,Iter7,68000,44000,100,0
267.731887,Iter7,69000,44000,100,0
268.232322,Iter7,70000,44000,100,0
268.732546,Iter7,70000,44000,100,0
269.232960,Iter7,70000,44000,100,0
269.733393,Iter7,70000,44000,100,0
270.233616,Iter7,70000,44000,100,0
270.734040,Iter7,71000,44000,100,0
271.234444,Iter7,71000,44000,100,0
271.734667,Iter7,71000,44000,100,0
272.235104,Iter7,71000,44000,100,0
272.735537,Iter7,71000,44000,100,0
273.235763,Iter7,71000,44000,100,0
273.736178,Iter7,71000,44000,100,0
274.236616,Iter7,71000,44000,100,0
274.736831,Iter7,71000,44000,100,0
275.237262,Iter7,71000,44000,100,0
275.737684,Iter7,71000,44000,100,0
276.237875,Iter7,71000,44000,100,0
276.738727,Iter7,71000,44000,100,0
277.238951,Iter7,71000,44000,100,0
277.739372,Iter7,71000,45000,100,0
278.239801,Iter7,71000,44000,100,0
278.740026,Iter7,71000,45000,100,0
279.240617,Iter7,71000,45000,100,0
279.740862,Iter7,71000,45000,100,0
280.241086,Iter7,71000,45000,100,0
280.741909,Iter7,71000,45000,100,0
281.242135,Iter7,71000,45000,100,0
281.742572,Iter7,71000,45000,100,0
282.242981,Iter7,71000,45000,100,0
282.743203,Iter7,71000,45000,100,0
283.243638,Iter7,71000,45000,100,0
283.744071,Iter7,71000,45000,100,0
284.244312,Iter7,71000,45000,100,0
284.744710,Iter7,71000,45000,100,0
285.245125,Iter7,71000,45000,100,0
285.745363,Iter7,71000,45000,100,0
286.245783,Iter7,71000,45000,100,0
286.746211,Iter7,71000,45000,100,0
287.246442,Iter7,71000,45000,100,0
287.746858,Iter7,71000,45000,100,0
288.247294,Iter7,71000,45000,100,0
288.747488,Iter7,71000,45000,100,0
289.247937,Iter7,71000,45000,100,0
289.748355,Iter7,72000,45000,100,0
290.248581,Iter7,72000,45000,100,0
290.749002,Iter7,72000,45000,100,0
291.249433,Iter7,72000,45000,100,0
291.749657,Iter7,72000,45000,100,0
292.250074,Iter7,72000,45000,100,0
292.750484,Iter7,72000,45000,100,0
293.250711,Iter7,72000,45000,100,0
293.751145,Iter7,72000,45000,100,0
294.251566,Iter7,72000,45000,100,0
294.751789,Iter7,72000,45000,100,0
295.252219,Iter7,72000,45000,100,0
295.752658,Iter7,72000,45000,100,0
296.252882,Iter7,72000,45000,100,0
296.753677,Iter7,72000,45000,100,0
297.253904,Iter7,72000,45000,100,0
297.754343,Iter7,72000,45000,100,0
298.254756,Iter7,72000,46000,100,0
298.754986,Iter7,72000,45000,100,0
299.255792,Iter7,72000,46000,100,0
299.756032,Iter7,72000,46000,100,0
300.256473,Iter7,72000,45000,100,0
300.756871,Iter7,72000,46000,100,0
301.257096,Iter7,72000,46000,100,0
301.757535,Iter7,72000,46000,100,0
302.257952,Iter7,75000,46000,100,0
302.758356,Iter7-Wait,69000,45000,3,0
303.259116,Iter7-Wait,59000,43000,0,0
303.759746,Iter7-Wait,51000,42000,0,0
304.260166,Iter7-Wait,47000,42000,0,0
304.761189,Iter7-Wait,44000,41000,0,0
305.261819,Iter7-Wait,42000,41000,0,0
305.762270,Iter7-Wait,40000,41000,0,0
306.262881,Iter7-Wait,40000,40000,0,0
306.763305,Iter7-Wait,39000,40000,0,0
307.263917,Iter7-Wait,38000,40000,0,0
307.764369,Iter7-Wait,38000,39000,0,0
308.265381,Iter8,38000,39000,0,0
308.765884,Iter8,47000,41000,99,0
309.266307,Iter8,55000,42000,100,0
309.766532,Iter8,61000,43000,100,0
310.266953,Iter8,64000,43000,100,0
310.767371,Iter8,67000,43000,100,0
311.267596,Iter8,68000,44000,100,0
311.768028,Iter8,69000,44000,100,0
312.268474,Iter8,70000,44000,100,0
312.768673,Iter8,70000,44000,100,0
313.269101,Iter8,70000,44000,100,0
313.769536,Iter8,71000,44000,100,0
314.269761,Iter8,71000,44000,100,0
314.770176,Iter8,71000,44000,100,0
315.270607,Iter8,71000,44000,100,0
315.770833,Iter8,71000,44000,100,0
316.271264,Iter8,71000,44000,100,0
316.771684,Iter8,71000,44000,100,0
317.271910,Iter8,71000,44000,100,0
317.772323,Iter8,71000,44000,100,0
318.272749,Iter8,71000,44000,100,0
318.772969,Iter8,71000,44000,100,0
319.273788,Iter8,71000,45000,100,0
319.774010,Iter8,71000,44000,100,0
320.274446,Iter8,71000,44000,100,0
320.774853,Iter8,71000,44000,100,0
321.275080,Iter8,71000,45000,100,0
321.776056,Iter8,71000,45000,100,0
322.277038,Iter8,71000,45000,100,0
322.778072,Iter8,71000,45000,100,0
323.279057,Iter8,71000,45000,100,0
323.786952,Iter8,71000,45000,100,0
324.288162,Iter8,71000,45000,100,0
324.789167,Iter8,71000,45000,100,0
325.290184,Iter8,71000,45000,100,0
325.791193,Iter8,71000,45000,100,0
326.292270,Iter8,71000,45000,100,0
326.822556,Iter8,71000,45000,100,0
327.323996,Iter8,71000,45000,100,0
327.824539,Iter8,71000,45000,100,0
328.325358,Iter8,71000,45000,100,0
328.826401,Iter8,71000,45000,100,0
329.326970,Iter8,71000,45000,100,0
329.827328,Iter8,71000,45000,100,0
330.328031,Iter8,71000,45000,100,0
330.828647,Iter8,71000,45000,100,0
331.329492,Iter8,71000,45000,100,0
331.835810,Iter8,71000,45000,100,0
332.352359,Iter8,71000,45000,100,0
332.853152,Iter8,71000,45000,100,0
333.353701,Iter8,71000,45000,100,0
333.859432,Iter8,71000,45000,100,0
334.366650,Iter8,71000,45000,100,0
334.867704,Iter8,71000,45000,100,0
335.368710,Iter8,71000,45000,100,0
335.869718,Iter8,71000,45000,100,0
336.370749,Iter8,71000,45000,100,0
336.871857,Iter8,71000,45000,100,0
337.372811,Iter8,71000,46000,100,0
