timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
0.001358,39000,34000,27438284800,1,0
0.501784,37000,34000,27438284800,80,2
1.002778,35000,33000,27438284800,1,0
1.503800,34000,33000,27438284800,0,0
2.004823,33000,33000,27438284800,0,0
2.505859,32000,33000,27438284800,0,0
3.006861,32000,33000,27438284800,0,0
3.507898,32000,33000,27438284800,0,0
4.008949,32000,34000,27438284800,0,0
4.509948,32000,33000,27438284800,0,0
5.010967,32000,34000,27438284800,0,0
5.511771,31000,34000,27438301184,24,0
6.012419,32000,34000,27438301184,11,0
6.513037,32000,33000,27438301184,0,0
7.014042,32000,33000,27438301184,0,0
7.515055,32000,33000,27438301184,0,0
8.016085,32000,33000,27438301184,0,0
8.517106,31000,33000,27438301184,0,0
9.018305,31000,33000,27438301184,0,0
9.519171,31000,33000,27438301184,0,0
10.020185,31000,33000,27438301184,0,0
10.521204,31000,33000,27438301184,0,0
11.022024,32000,34000,27438301184,86,2
11.522896,32000,33000,27438301184,2,0
12.023465,32000,34000,27438301184,0,0
12.524295,32000,33000,27438301184,0,0
13.025331,32000,34000,27438301184,0,0
13.526349,32000,33000,27438301184,0,0
14.027376,31000,33000,27438301184,0,0
14.528427,32000,33000,27438301184,0,0
15.029420,32000,33000,27438301184,0,0
15.530446,32000,33000,27438301184,0,0
16.031468,32000,33000,27438301184,0,0
16.531949,32000,34000,27438301184,32,0
17.032522,32000,34000,27438301184,0,0
17.533548,32000,34000,27438301184,0,0
18.034568,32000,33000,27438301184,0,0
18.535586,32000,33000,27438301184,0,0
19.036611,32000,33000,27438301184,0,0
19.537656,31000,34000,27438301184,0,0
20.038704,31000,33000,27438301184,0,0
20.539713,32000,33000,27438301184,0,0
21.040740,32000,34000,27438301184,0,0
21.541523,32000,34000,27438301184,69,1
22.042779,32000,34000,27438301184,5,0
22.543808,32000,34000,27438301184,0,0
23.044863,32000,34000,27438301184,0,0
23.545859,32000,33000,27438301184,0,0
24.046884,32000,34000,27438301184,0,0
24.547907,32000,34000,27438301184,0,0
25.048922,32000,34000,27438301184,0,0
25.549953,32000,34000,27438301184,0,0
26.050980,32000,33000,27438301184,0,0
26.552011,32000,34000,27438301184,0,0
27.052818,32000,34000,27438301184,93,1
27.554039,32000,34000,27438301184,1,0
28.055056,32000,34000,27438301184,0,0
28.556073,32000,33000,27438301184,0,0
29.057101,32000,34000,27438301184,0,0
29.558121,32000,33000,27438301184,0,0
30.059173,32000,34000,27438301184,0,0
30.560193,32000,34000,27438301184,0,0
31.060829,32000,34000,27438301184,0,0
31.561396,32000,34000,27438301184,0,0
32.062036,32000,34000,27438301184,9,0
32.562366,32000,34000,27438301184,12,0
33.063288,32000,34000,27438301184,0,0
33.564320,32000,34000,27438301184,0,0
34.065339,32000,33000,27438301184,0,0
34.566369,32000,34000,27438301184,0,0
35.067356,32000,33000,27438301184,0,0
35.568405,32000,34000,27438301184,0,0
36.069437,32000,34000,27438301184,0,0
36.570458,32000,33000,27438301184,0,0
37.071483,32000,34000,27438301184,0,0
37.572314,32000,35000,27438301184,87,2
38.073537,32000,34000,27438301184,2,0
38.574555,32000,34000,27438301184,0,0
39.075587,32000,33000,27438301184,0,0
39.576607,32000,34000,27438301184,0,0
40.077626,32000,33000,27438301184,0,0
40.578484,32000,33000,27438301184,0,0
41.079350,32000,34000,27438301184,0,0
41.579960,31000,34000,27438301184,0,0
42.080739,31000,33000,27438301184,0,0
42.581772,31000,34000,27438301184,0,0
43.082567,32000,34000,27438301184,35,0
43.583811,32000,34000,27438301184,0,0
44.084849,32000,34000,27438301184,0,0
44.585876,32000,33000,27438301184,0,0
45.086899,32000,33000,27438301184,0,0
45.588927,32000,33000,27438301184,0,0
46.089973,32000,34000,27438301184,0,0
46.590961,32000,33000,27438301184,0,0
47.091994,32000,33000,27438301184,0,0
47.593010,31000,34000,27438301184,0,0
48.093816,32000,34000,27438301184,65,1
48.595046,32000,34000,27438301184,5,0
49.096069,32000,34000,27438301184,0,0
49.597084,32000,34000,27438301184,0,0
50.098111,32000,34000,27438301184,0,0
50.599135,32000,34000,27438301184,0,0
51.100242,32000,34000,27438301184,0,0
51.601216,32000,33000,27438301184,0,0
52.102209,32000,34000,27438301184,0,0
52.603230,32000,33000,27438301184,0,0
53.104255,32000,34000,27438301184,0,0
53.605114,32000,34000,27438301184,92,1
54.105934,32000,34000,27438301184,1,0
54.606509,32000,34000,27438301184,0,0
55.107345,32000,33000,27438301184,0,0
55.608374,32000,34000,27438301184,0,0
56.109400,32000,33000,27438301184,0,0
56.610407,32000,33000,27438301184,0,0
57.111454,31000,34000,27438301184,0,0
57.612469,31000,34000,27438301184,0,0
58.113496,31000,34000,27438301184,0,0
58.614311,31000,34000,27438301184,12,0
59.114997,32000,34000,27438301184,12,0
59.615575,32000,34000,27438301184,0,0
60.116596,32000,34000,27438301184,0,0
60.617614,32000,34000,27438301184,0,0
61.118641,32000,34000,27438301184,0,0
61.619642,32000,33000,27438301184,0,0
62.120747,32000,34000,27438301184,0,0
62.621746,32000,34000,27438301184,0,0
63.122769,32000,33000,27438301184,0,0
63.623790,32000,33000,27438301184,0,0
64.124577,32000,34000,27438301184,88,2
64.625823,33000,34000,27438301184,2,0
65.126849,32000,34000,27438301184,0,0
65.627881,32000,34000,27438301184,0,0
66.128909,32000,34000,27438301184,0,0
66.629942,32000,34000,27438301184,0,0
67.130930,32000,33000,27438301184,0,0
67.631984,32000,33000,27438301184,0,0
68.133015,32000,34000,27438301184,0,0
68.634031,32000,33000,27438301184,0,0
69.135052,32000,34000,27438301184,0,0
69.636593,32000,34000,27438301184,32,0
70.137159,32000,34000,27438301184,0,0
70.638099,32000,34000,27438301184,0,0
71.139126,32000,34000,27438301184,0,0
71.640149,32000,34000,27438301184,0,0
72.141179,32000,34000,27438301184,0,0
72.642224,32000,34000,27438301184,0,0
73.143230,32000,34000,27438301184,0,0
73.644247,32000,34000,27438301184,0,0
74.145272,31000,33000,27438301184,0,0
74.646079,32000,34000,27438301184,67,1
75.147316,32000,34000,27438301184,4,0
75.648341,32000,34000,27438301184,0,0
76.149364,32000,34000,27438301184,0,0
76.650391,32000,33000,27438301184,0,0
77.151414,32000,34000,27438301184,0,0
77.652432,32000,33000,27438301184,0,0
78.153461,32000,34000,27438301184,0,0
78.654488,32000,34000,27438301184,0,0
79.155511,32000,34000,27438301184,0,0
79.656541,32000,33000,27438301184,0,0
80.157352,32000,34000,27438301184,84,1
80.658601,32000,34000,27438301184,1,0
81.159611,32000,34000,27438301184,0,0
81.660629,32000,34000,27438301184,0,0
82.161661,32000,33000,27438301184,0,0
82.662708,32000,33000,27438301184,0,0
83.163749,32000,33000,27438301184,0,0
83.664756,32000,33000,27438301184,0,0
84.165807,32000,34000,27438301184,0,0
84.666799,31000,34000,27438301184,0,0
85.167592,31000,34000,27438301184,18,0
85.668851,32000,34000,27438301184,11,0
86.169878,32000,34000,27438301184,0,0
86.670910,32000,34000,27438301184,0,0
87.171926,32000,33000,27438301184,0,0
87.672954,32000,34000,27438301184,0,0
88.173951,32000,34000,27438301184,0,0
88.674811,32000,34000,27438301184,0,0
89.175599,32000,33000,27438301184,0,0
89.676165,32000,34000,27438301184,0,0
90.177052,32000,33000,27438301184,0,0
90.677879,32000,34000,27438301184,85,2
91.179115,32000,34000,27438301184,1,0
91.680119,32000,33000,27438301184,0,0
92.181140,32000,34000,27438301184,0,0
92.682166,32000,34000,27438301184,0,0
93.183186,32000,33000,27438301184,0,0
93.684234,32000,33000,27438301184,0,0
94.185029,32000,33000,27438301184,0,0
94.686277,32000,33000,27438301184,0,0
95.187283,32000,34000,27438301184,0,0
95.688309,32000,34000,27438301184,0,0
96.188760,32000,34000,27438301184,28,0
96.689358,32000,34000,27438301184,0,0
97.190015,32000,34000,27438301184,0,0
97.690562,32000,34000,27438301184,0,0
98.191436,32000,34000,27438301184,0,0
98.692445,32000,34000,27438301184,0,0
99.193520,32000,34000,27438301184,0,0
99.694502,32000,34000,27438301184,0,0
100.195527,32000,34000,27438301184,0,0
100.696554,32000,34000,27438301184,0,0
101.196977,32000,34000,27438301184,73,1
101.697605,32000,34000,27438301184,4,0
102.198622,32000,34000,27438301184,0,0
102.699650,32000,34000,27438301184,0,0
103.200702,32000,34000,27438301184,0,0
103.701721,32000,34000,27438301184,0,0
104.202559,32000,34000,27438301184,0,0
104.703348,32000,33000,27438301184,0,0
105.203967,32000,33000,27438301184,0,0
105.704828,31000,33000,27438301184,0,0
106.205838,31000,34000,27438301184,0,0
106.706632,32000,34000,27438301184,81,1
107.207473,32000,34000,27438301184,1,0
107.708044,32000,34000,27438301184,0,0
108.208951,32000,34000,27438301184,0,0
