timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1,power
0.001128,40000,38000,16411459584,0,0,136
0.543422,41000,39000,16411475968,99,5,458
1.081023,44000,44000,16411475968,99,19,475
1.646600,47000,45000,16411475968,95,19,509
2.235475,49000,45000,16411475968,97,21,511
2.800874,50000,46000,16411475968,99,21,461
3.341301,51000,46000,16411475968,99,21,501
3.887669,51000,46000,16411475968,94,20,514
4.450563,51000,46000,16411475968,99,21,476
5.015816,52000,46000,16411475968,99,22,505
5.572028,52000,46000,16411475968,94,20,487
6.113670,52000,47000,16411475968,99,21,498
6.660819,52000,46000,16411475968,96,20,489
7.198818,52000,47000,16411475968,99,21,486
7.782902,52000,47000,16411475968,99,21,513
8.339126,52000,47000,16411475968,99,21,491
8.878928,52000,44000,16411475968,99,11,139
9.414813,48000,41000,16411475968,1,0,92
9.953046,45000,40000,16411475968,0,0,92
10.498910,43000,40000,16411475968,0,0,92
11.038312,42000,40000,16411475968,0,0,92
11.582969,41000,39000,16411475968,0,0,91
