timestamp,"amd_smi:::temp_current_sensor=1:device=0","amd_smi:::temp_current_sensor=2:device=0","amd_smi:::temp_current_sensor=7:device=0","amd_smi:::gfx_activity:device=0","amd_smi:::umc_activity:device=0","amd_smi:::power_current:device=0","amd_smi:::power_average:device=0","amd_smi:::process_cu_occupancy_proc=0:device=0"
0.001867,39,48,48,35,0,65535,88,0
0.103856,40,47,48,100,1,65535,90,0
0.205912,40,47,48,100,1,65535,91,0
0.307886,40,47,48,100,1,65535,93,0
0.409713,40,47,48,100,1,65535,94,0
0.511340,40,47,48,100,1,65535,96,0
0.612899,41,47,48,8,1,65535,97,0
0.714905,41,47,48,8,1,65535,98,0
0.816972,40,47,48,8,1,65535,99,0
0.918987,41,47,48,8,1,65535,100,0
1.020900,41,47,48,8,1,65535,101,0
1.122986,41,47,48,8,1,65535,102,0
1.224926,41,47,48,9,1,65535,103,0
1.327009,41,47,48,0,0,65535,103,0
1.429004,40,47,48,0,0,65535,102,0
1.530799,40,47,48,0,0,65535,101,0
1.632962,40,47,48,0,0,65535,101,0
1.734961,40,47,48,0,0,65535,100,0
1.837027,40,47,48,0,0,65535,99,0
1.939008,40,47,48,0,0,65535,99,0
2.040968,40,47,48,0,0,65535,98,0
2.142965,40,47,48,0,0,65535,98,0
2.245041,40,47,48,0,0,65535,97,0
2.346985,40,47,48,0,0,65535,97,0
2.448490,40,47,48,0,0,65535,96,0
2.550211,40,47,48,0,0,65535,96,0
2.651993,39,47,48,0,0,65535,96,0
2.753817,39,47,48,0,0,65535,95,0
2.855824,40,47,48,0,0,65535,95,0
2.957277,39,47,48,0,0,65535,95,0
3.059124,40,47,48,0,0,65535,94,0
3.161012,40,47,48,0,0,65535,94,0
3.263079,40,47,48,0,0,65535,94,0
3.365033,39,47,48,0,0,65535,94,0
3.467103,40,47,48,0,0,65535,93,0
3.568875,40,47,48,0,0,65535,93,0
3.670482,40,47,48,0,0,65535,93,0
3.772030,40,47,48,0,0,65535,93,0
3.874086,39,47,48,0,0,65535,93,0
3.976061,39,47,48,0,0,65535,93,0
4.077872,40,47,48,0,0,65535,92,0
4.179477,40,47,48,0,0,65535,92,0
4.281076,40,47,48,0,0,65535,92,0
4.383140,40,47,48,0,0,65535,92,0
4.485150,39,47,48,0,0,65535,92,0
4.586584,40,47,48,0,0,65535,92,0
4.688316,40,47,48,0,0,65535,92,0
4.790067,39,47,48,0,0,65535,92,0
4.892127,40,47,48,0,0,65535,92,0
4.994102,40,47,48,0,0,65535,91,0
5.095615,40,47,48,0,0,65535,91,0
5.197315,40,47,48,98,19,65535,92,0
5.299108,46,50,48,100,26,65535,105,0
5.401189,47,52,48,100,38,65535,119,0
5.503121,48,53,48,100,44,65535,132,0
5.604598,49,54,48,100,50,65535,144,0
5.706290,49,55,48,100,58,65535,156,0
5.808103,50,56,48,100,58,65535,168,0
5.910110,51,57,48,100,67,65535,179,0
6.012176,51,59,48,100,67,65535,190,0
6.114175,52,59,48,100,58,65535,200,0
6.215966,52,59,48,100,61,65535,209,0
6.317497,52,59,48,100,61,65535,217,0
6.419166,52,59,48,100,62,65535,224,0
6.521169,52,60,48,100,63,65535,231,0
6.623253,53,60,48,100,67,65535,239,0
6.725014,53,60,48,100,67,65535,246,0
6.826566,54,60,48,100,70,65535,252,0
6.928169,47,54,48,0,0,65535,245,0
7.030241,45,52,48,0,0,65535,235,0
7.132208,45,52,48,0,0,65535,226,0
7.234015,43,51,48,0,0,65535,218,0
7.335656,44,52,48,0,0,65535,210,0
7.437211,43,50,48,0,0,65535,203,0
7.539282,44,50,48,0,0,65535,196,0
