timestamp,"amd_smi:::temp_current_sensor=1:device=1","amd_smi:::temp_current_sensor=2:device=1","amd_smi:::temp_current_sensor=7:device=1","amd_smi:::gfx_activity:device=1","amd_smi:::umc_activity:device=1","amd_smi:::power_current:device=1","amd_smi:::power_average:device=1","amd_smi:::process_cu_occupancy_proc=0:device=1","amd_smi:::process_count:device=1"
131.711757,72,72,36,100,25,65535,211,75,1
131.814757,72,72,36,100,23,65535,210,68,1
131.917771,72,71,36,100,22,65535,210,74,1
132.020251,71,71,36,100,21,65535,210,72,1
132.123105,72,71,36,100,20,65535,210,77,1
132.225789,71,71,36,100,19,65535,210,71,1
132.328814,72,71,36,100,35,65535,209,87,1
132.431792,72,73,36,100,27,65535,210,82,1
132.534258,72,72,36,100,30,65535,210,86,1
132.637071,72,72,36,100,29,65535,211,84,1
132.739798,72,72,36,100,29,65535,211,88,1
132.842807,72,73,36,100,27,65535,212,84,1
132.945811,72,72,36,100,26,65535,212,83,1
133.048813,72,73,36,100,26,65535,212,83,1
133.151261,72,72,36,100,21,65535,212,76,1
133.254117,71,71,36,100,25,65535,212,91,1
133.356832,72,72,36,100,24,65535,212,80,1
133.459829,72,71,36,100,22,65535,211,73,1
133.562826,72,71,36,100,25,65535,211,61,1
133.665284,72,71,36,100,21,65535,211,71,1
133.768116,72,71,36,100,24,65535,211,79,1
133.872093,72,71,36,100,21,65535,211,74,1
133.975077,72,71,36,100,19,65535,210,72,1
134.078429,72,71,36,100,22,65535,210,71,1
134.181119,72,72,36,100,16,65535,209,60,1
134.283861,72,72,36,100,24,65535,209,72,1
134.386848,72,72,36,100,22,65535,208,75,1
134.489840,72,71,36,100,22,65535,208,75,1
134.592861,72,72,36,100,22,65535,208,70,1
134.695870,72,72,36,100,22,65535,208,72,1
134.798853,72,72,36,100,21,65535,208,75,1
134.901674,72,71,36,100,23,65535,208,68,1
135.004624,72,72,36,100,22,65535,208,75,1
135.107883,72,71,36,100,20,65535,207,94,1
135.210894,72,73,36,100,32,65535,208,81,1
135.313892,72,72,36,100,23,65535,208,73,1
135.416878,72,71,36,100,22,65535,208,70,1
135.519880,72,71,36,100,22,65535,208,75,1
135.622886,72,71,36,100,20,65535,208,82,1
135.725882,72,71,36,100,21,65535,208,74,1
135.828886,72,71,36,100,21,65535,208,66,1
135.931308,72,71,36,100,20,65535,208,71,1
136.034208,72,71,36,100,22,65535,207,86,1
136.136921,72,71,36,100,27,65535,207,79,1
136.239702,72,71,36,100,22,65535,208,75,1
136.342622,72,71,36,100,22,65535,208,79,1
136.445234,72,71,36,100,22,65535,208,82,1
136.547931,72,71,36,100,21,65535,208,78,1
136.650931,72,71,36,100,22,65535,208,70,1
136.753719,72,72,36,100,19,65535,207,70,1
136.856640,72,72,36,100,20,65535,207,84,1
136.959708,72,72,36,100,28,65535,207,76,1
137.062242,72,72,36,100,29,65535,208,83,1
137.164982,72,73,36,100,26,65535,208,82,1
137.267767,72,73,36,100,27,65535,209,87,1
137.370666,72,72,36,100,26,65535,209,75,1
137.473662,72,72,36,100,23,65535,209,76,1
137.576659,72,73,36,100,24,65535,209,76,1
137.679263,72,72,36,100,23,65535,209,80,1
137.781778,72,73,36,100,23,65535,209,72,1
137.884765,72,73,36,100,28,65535,209,80,1
137.987661,72,73,36,100,26,65535,209,90,1
138.090681,72,72,36,100,31,65535,210,83,1
138.193286,72,72,36,100,24,65535,210,71,1
138.295797,72,73,36,100,28,65535,210,75,1
138.398672,72,73,36,100,27,65535,211,82,1
138.501667,73,72,36,100,22,65535,211,80,1
138.604686,72,72,36,100,24,65535,211,81,1
138.707683,73,72,36,100,25,65535,211,80,1
138.810343,72,72,36,100,26,65535,210,70,1
138.912828,73,72,36,100,26,65535,211,90,1
139.015670,72,72,36,100,29,65535,211,78,1
139.118616,72,72,36,100,29,65535,212,86,1
139.221600,72,72,36,100,25,65535,212,84,1
139.324071,72,72,36,100,28,65535,212,80,1
139.426782,72,72,36,100,24,65535,212,73,1
139.529695,72,73,36,100,27,65535,212,79,1
139.632626,72,73,36,100,26,65535,212,79,1
139.735765,72,72,36,100,18,65535,212,85,1
139.838706,72,72,36,100,29,65535,212,87,1
139.941339,73,72,36,100,24,65535,212,79,1
140.043645,73,72,36,100,22,65535,212,76,1
140.146644,73,73,36,100,25,65535,212,79,1
140.249610,73,73,36,100,25,65535,212,71,1
140.352658,72,72,36,100,20,65535,212,71,1
140.455628,73,72,36,100,23,65535,211,76,1
140.558444,72,73,36,100,23,65535,211,72,1
140.661138,72,72,36,100,29,65535,211,81,1
140.763739,72,72,36,100,25,65535,211,83,1
140.866642,73,72,36,100,29,65535,212,89,1
140.969631,73,72,36,100,25,65535,212,84,1
141.072472,72,72,36,100,27,65535,212,82,1
141.174920,73,72,36,100,27,65535,212,77,1
141.277734,73,72,36,100,28,65535,212,82,1
141.380644,73,72,36,100,25,65535,213,74,1
141.483635,73,73,36,100,23,65535,212,79,1
141.586510,72,72,36,100,31,65535,212,86,1
141.688944,72,72,36,100,29,65535,212,85,1
141.791743,72,73,36,100,29,65535,213,84,1
141.894658,72,73,36,100,32,65535,213,80,1
141.997665,73,73,36,100,27,65535,213,81,1
142.100664,72,72,36,100,27,65535,214,86,1
142.203498,73,72,36,100,24,65535,214,89,1
142.305923,72,72,36,100,23,65535,213,73,1
142.408760,73,72,36,100,21,65535,213,78,1
142.511828,72,73,36,100,31,65535,212,78,1
142.614762,72,72,36,100,26,65535,212,78,1
142.717667,73,72,36,100,28,65535,212,90,1
142.820538,72,73,36,100,30,65535,213,80,1
142.922955,72,73,36,100,27,65535,213,77,1
143.025753,73,72,36,100,28,65535,213,80,1
143.128709,73,72,36,100,27,65535,213,76,1
143.231681,72,72,36,100,21,65535,213,83,1
143.334546,73,73,36,100,27,65535,213,75,1
143.437256,72,72,36,99,22,65535,212,78,1
143.539806,73,72,36,100,26,65535,212,83,1
143.642731,73,72,36,100,28,65535,213,89,1
143.745709,72,72,36,100,27,65535,213,71,1
143.848575,73,73,36,100,21,65535,213,75,1
143.951253,72,73,36,100,25,65535,212,76,1
144.054584,72,73,36,100,20,65535,212,69,1
144.156941,72,72,36,100,20,65535,212,72,1
144.259758,72,73,36,100,23,65535,212,80,1
144.362769,72,72,36,99,28,65535,211,88,1
144.465706,73,72,36,100,21,65535,211,94,1
144.568525,73,73,36,100,30,65535,212,85,1
144.670928,73,73,36,100,29,65535,212,88,1
144.773803,72,73,36,100,28,65535,213,72,1
144.876716,73,74,36,100,25,65535,213,80,1
144.979789,73,72,36,100,29,65535,213,85,1
145.082724,72,74,36,100,30,65535,213,80,1
145.185551,73,73,36,100,24,65535,213,78,1
145.288323,72,73,36,99,30,65535,213,79,1
145.390838,72,72,36,100,22,65535,212,91,1
145.493720,73,72,36,100,26,65535,212,85,1
145.596819,73,72,36,100,26,65535,213,83,1
145.699719,72,73,36,100,20,65535,212,73,1
145.802574,73,72,36,100,25,65535,212,72,1
145.904931,72,73,36,100,24,65535,212,72,1
146.007738,73,73,36,100,23,65535,212,67,1
146.110673,72,72,36,100,23,65535,212,64,1
146.213805,71,72,36,81,13,65535,211,89,1
146.316669,72,72,36,100,38,65535,211,76,1
146.419353,73,74,36,100,27,65535,211,77,1
146.521837,73,74,36,100,29,65535,212,88,1
146.624744,73,74,36,100,29,65535,212,80,1
146.727854,73,73,36,100,25,65535,213,79,1
146.830692,73,74,36,100,25,65535,213,81,1
146.933369,73,72,36,100,26,65535,213,83,1
147.035846,73,72,36,100,23,65535,213,79,1
147.138837,73,72,36,99,22,65535,213,0,1
147.241762,73,74,36,100,34,65535,213,90,1
147.344638,72,74,36,100,29,65535,213,83,1
147.447176,73,74,36,100,28,65535,213,80,1
147.549768,73,73,36,100,32,65535,214,76,1
147.652892,73,73,36,100,24,65535,214,75,1
147.755787,73,72,36,100,25,65535,214,91,1
147.858895,73,73,36,100,27,65535,214,84,1
147.961726,73,72,36,100,21,65535,214,76,1
148.064103,73,72,36,100,24,65535,213,70,1
148.166684,73,74,36,100,23,65535,213,66,1
148.269202,73,74,36,100,26,65535,213,86,1
148.371767,73,73,36,100,30,65535,214,83,1
148.474918,73,73,36,100,29,65535,214,84,1
148.577792,72,73,36,100,26,65535,214,82,1
148.680931,73,73,36,100,24,65535,214,82,1
148.783459,73,73,36,100,26,65535,214,83,1
148.885873,73,73,36,100,27,65535,214,77,1
148.988787,73,73,36,100,26,65535,214,76,1
149.091832,73,73,36,100,24,65535,214,91,1
149.194796,73,74,36,100,31,65535,214,86,1
