t_sec,read_us,"amd_smi:::power_current:device=1"
15.951952,898.696,68
15.952401,347.142,68
15.953504,450.403,68
15.954395,341.383,68
15.955952,899.076,68
15.956394,340.062,68
15.957502,449.283,68
15.958393,339.503,68
15.959952,899.147,68
15.960397,342.893,68
15.961506,452.113,68
15.962394,340.172,68
15.963954,898.597,68
15.964397,343.463,68
15.965502,448.963,68
15.966393,339.772,68
15.967953,900.136,68
15.968394,340.432,68
15.969506,451.823,68
15.970396,342.662,68
15.971958,904.776,68
15.972394,340.493,68
15.973501,447.713,68
15.974392,338.882,68
15.975953,897.986,68
15.976391,336.853,68
15.977504,450.483,68
15.978396,342.353,68
15.979954,901.216,68
15.980398,343.192,68
15.981504,450.373,68
15.982394,340.812,68
15.983955,901.616,68
15.984399,344.712,68
15.985504,450.623,68
15.986393,340.062,68
15.987954,900.666,68
15.988395,341.812,68
15.989585,530.333,68
15.990422,368.313,68
15.991628,573.624,68
15.992423,368.823,68
15.993970,913.756,68
15.994394,340.363,68
15.995502,446.813,68
15.996398,344.123,68
15.997954,900.326,68
15.998397,343.162,68
15.999500,446.493,68
16.000398,343.932,68
16.001954,900.596,68
16.002400,346.222,68
16.003502,448.623,68
16.004397,343.513,68
16.005954,900.526,68
16.006396,342.122,68
16.007502,448.803,68
16.008400,346.263,68
16.009955,901.236,68
16.010397,342.292,68
16.011500,447.113,68
16.012398,344.322,68
16.013961,907.206,68
16.014396,342.482,68
16.015499,445.783,68
16.016394,340.902,68
16.017955,901.426,68
16.018394,340.182,68
16.019501,446.023,68
16.020400,344.712,68
16.021957,903.917,68
16.022397,343.453,68
16.023498,444.523,68
16.024393,338.832,68
16.025955,902.166,68
16.026398,342.253,68
16.027494,441.073,68
16.028398,344.183,68
16.029957,903.856,68
16.030393,339.282,68
16.031499,445.543,68
16.032395,341.062,68
16.033957,904.216,68
16.034397,342.992,68
16.035499,445.333,68
16.036398,344.232,68
16.037957,902.816,68
16.038397,343.472,68
16.039498,444.883,68
16.040396,342.473,68
16.041957,903.456,68
16.042398,344.062,68
16.043501,447.773,68
16.044390,336.643,68
16.045963,908.136,68
16.046394,340.042,68
16.047498,444.533,68
16.048394,340.442,68
16.049957,903.556,68
16.050395,341.332,68
16.051496,442.803,68
16.052393,339.112,68
16.053958,904.896,68
16.054394,339.742,68
16.055496,442.703,68
16.056395,341.072,68
16.057957,903.867,68
16.058393,339.083,68
16.059499,445.863,68
16.060398,343.702,68
16.061959,905.266,68
16.062392,338.663,68
16.063496,442.003,68
16.064398,344.662,68
16.065959,905.776,68
16.066394,340.292,68
16.067497,443.662,68
16.068396,341.792,68
16.069958,904.826,68
16.070394,339.882,68
16.071498,444.373,68
16.072396,343.113,68
16.073958,904.686,68
16.074393,339.722,68
16.075497,443.902,68
16.076399,344.853,68
16.077970,916.136,68
16.078397,342.862,68
16.079496,442.493,68
16.080394,340.723,68
16.081959,905.106,68
16.082393,339.462,68
16.083498,444.253,68
16.084394,340.362,68
16.085958,904.536,68
16.086393,338.752,68
16.087495,442.063,68
16.088394,340.262,68
16.089959,905.147,68
16.090395,341.053,68
16.091496,442.203,68
16.092395,341.962,68
16.093583,529.053,68
16.094429,374.703,68
16.095610,555.114,68
16.096426,371.512,68
16.097963,909.386,68
16.098396,342.742,68
16.099499,446.033,68
16.100394,340.622,68
16.101959,902.766,68
16.102398,344.422,68
16.103499,445.363,68
16.104397,343.502,68
16.105961,907.456,68
16.106394,340.302,68
16.107501,447.163,68
16.108395,341.293,68
16.109973,919.536,68
16.110397,343.232,68
16.111502,448.744,68
16.112396,341.913,68
16.113960,906.196,68
16.114397,343.222,68
16.115501,447.123,68
16.116397,342.912,68
16.117961,906.746,68
16.118394,340.062,68
16.119498,445.323,68
16.120398,344.162,68
16.121960,906.496,68
16.122395,340.772,68
16.123504,448.103,68
16.124395,341.572,68
16.125960,906.447,68
16.126395,340.843,68
16.127496,442.053,68
16.128396,340.772,68
16.129966,912.347,68
16.130398,344.523,68
16.131497,442.873,68
16.132394,340.542,68
16.133962,904.076,68
16.134395,340.662,68
16.135501,446.223,68
16.136392,338.192,68
16.137962,908.966,68
16.138392,338.252,68
16.139497,443.623,68
16.140394,339.942,68
16.141962,908.446,68
16.142398,343.572,68
16.143497,443.413,68
16.144398,343.883,68
16.145961,906.696,68
16.146394,339.742,68
16.147497,444.043,68
16.148394,340.553,68
16.149963,908.906,68
16.150394,340.282,68
16.151498,445.103,68
16.152397,343.532,68
16.153962,908.316,68
16.154394,340.012,68
16.155496,442.063,68
16.156393,339.072,68
16.157962,908.447,68
16.158394,340.062,68
16.159496,442.183,68
16.160396,340.332,68
16.161970,916.027,68
16.162394,340.473,68
16.163498,444.543,68
16.164394,340.992,68
16.165962,908.206,68
16.166395,341.253,68
16.167497,443.473,68
16.168393,339.982,68
16.169963,909.766,68
16.170393,339.322,68
16.171495,441.293,68
16.172399,343.982,68
16.173962,908.976,68
16.174397,343.132,68
16.175498,444.693,68
16.176393,339.023,68
16.177964,910.316,68
16.178397,343.082,68
16.179498,444.714,68
16.180396,341.623,68
16.181964,910.366,68
16.182396,342.142,68
16.183500,445.423,68
16.184396,342.022,68
16.185963,909.436,68
16.186395,341.062,68
16.187497,443.963,68
16.188395,341.952,68
16.189964,910.406,68
16.190395,340.672,68
16.191497,443.603,68
16.192397,343.352,68
16.193975,920.207,68
16.194396,341.763,68
16.195501,446.103,68
16.196469,414.932,68
16.197546,491.864,68
16.198472,418.743,68
16.199964,909.606,68
16.200398,343.912,68
16.201502,447.623,68
16.202398,343.582,68
16.203970,915.016,68
16.204402,348.802,68
16.205504,449.973,68
16.206399,344.492,68
16.207964,910.606,68
16.208421,366.983,68
16.209501,447.143,68
16.210405,347.782,68
16.211965,910.937,68
16.212406,351.713,68
16.213500,446.443,68
16.214396,342.302,68
16.215965,911.507,68
16.216405,350.953,68
16.217499,445.583,68
16.218394,340.412,68
16.219966,912.806,68
16.220401,347.272,68
16.221497,443.023,68
16.222393,339.152,68
16.223966,912.686,68
16.224442,387.973,68
16.225505,449.823,68
16.226395,340.882,68
16.227965,911.536,68
16.228403,349.302,68
16.229497,443.423,68
16.230395,342.183,68
16.231966,911.696,68
16.232399,345.512,68
16.233500,444.603,68
16.234391,337.663,68
16.235973,919.706,68
16.236398,344.632,68
16.237501,446.873,68
16.238394,340.472,68
16.239965,911.696,68
16.240398,344.312,68
16.241498,444.363,68
16.242393,339.173,68
16.243967,913.667,68
16.244399,344.853,68
16.245501,448.093,68
16.246392,338.642,68
16.247967,914.087,68
16.248396,341.773,68
16.249497,443.603,68
16.250392,338.332,68
16.251967,913.776,68
16.252398,344.173,68
16.253495,441.403,68
16.254392,337.902,68
16.255968,914.426,68
16.256401,346.773,68
16.257495,441.673,68
16.258394,340.032,68
16.259967,913.356,68
16.260401,346.953,68
16.261495,441.213,68
16.262395,341.282,68
16.263967,913.406,68
16.264400,346.612,68
16.265498,443.893,68
16.266392,338.373,68
16.267979,925.136,68
16.268399,345.112,68
16.269498,443.903,68
16.270391,337.742,68
16.271968,913.906,68
16.272399,345.892,68
16.273502,447.573,68
16.274396,342.033,68
16.275968,915.166,68
16.276396,342.592,68
16.277500,445.763,68
16.278397,341.842,68
16.279967,914.237,68
16.280399,344.473,68
16.281494,440.023,68
16.282392,338.432,68
16.283968,912.797,68
16.284398,344.703,68
16.285496,442.513,68
16.286396,342.582,68
16.287971,917.316,68
16.288402,347.732,68
16.289500,446.463,68
16.290391,337.452,68
16.291969,915.956,68
16.292399,345.143,68
16.293501,446.393,68
16.294393,338.912,68
16.295968,914.916,68
16.296401,347.082,68
16.297495,441.313,68
16.298391,337.773,68
16.299997,943.196,68
16.300429,375.042,68
16.301539,484.993,68
16.302436,382.093,68
16.303518,461.303,68
16.304400,346.832,68
16.305968,914.936,68
16.306395,340.982,68
16.307498,444.383,68
16.308402,347.782,68
16.309977,923.386,68
16.310391,336.983,68
16.311499,445.013,68
16.312398,344.152,68
16.313969,915.696,68
16.314395,341.113,68
16.315497,444.043,68
16.316404,350.483,68
16.317969,915.566,68
16.318398,343.462,68
16.319498,444.883,68
16.320400,346.052,68
16.321969,916.176,68
16.322393,339.092,68
16.323499,446.293,68
16.324403,349.513,68
16.325970,916.416,68
16.326393,339.572,68
16.327501,445.163,68
16.328396,341.483,68
16.329972,918.217,68
16.330395,340.922,68
16.331496,442.873,68
16.332397,343.773,68
16.333971,915.967,68
16.334392,338.073,68
16.335496,442.413,68
16.336393,339.452,68
16.337970,916.956,68
16.338391,337.572,68
16.339495,441.673,68
16.340397,343.092,68
16.341982,929.156,68
16.342396,341.793,68
16.343501,445.453,68
16.344396,342.602,68
16.345971,917.336,68
16.346395,341.163,68
16.347495,441.683,68
16.348398,343.753,68
16.349971,916.926,68
16.350394,339.682,68
16.351498,444.543,68
16.352396,341.432,68
16.353971,917.776,68
16.354391,337.282,68
16.355498,444.183,68
16.356399,345.392,68
16.357971,917.416,68
16.358391,337.292,68
16.359501,447.083,68
16.360396,342.063,68
16.361975,922.046,68
16.362394,340.212,68
16.363493,439.863,68
16.364401,346.873,68
16.365971,915.897,68
16.366391,337.783,68
16.367499,445.163,68
16.368402,347.902,68
16.369971,918.227,68
16.370393,338.872,68
16.371498,444.403,68
16.372398,344.382,68
16.373989,935.076,68
16.374392,338.042,68
16.375497,443.533,68
16.376396,341.772,68
16.377973,919.467,68
16.378398,342.943,68
16.379500,445.643,68
16.380394,340.302,68
16.381974,920.786,68
16.382393,339.763,68
16.383500,444.483,68
16.384455,339.103,68
16.385972,918.726,68
16.386398,343.372,68
16.387495,441.002,68
16.388396,342.352,68
16.389973,919.566,68
16.390389,335.042,68
16.391498,444.423,68
16.392392,338.912,68
16.393978,923.146,68
16.394395,341.332,68
16.395500,446.722,68
16.396396,342.293,68
16.397973,919.367,68
16.398394,337.572,68
16.399496,443.063,68
16.400393,340.223,68
16.401974,920.136,68
16.402391,337.302,68
16.403549,495.913,68
16.404421,367.542,68
16.405997,943.666,68
16.406409,354.632,68
16.407973,916.536,68
16.408396,342.672,68
16.409504,450.433,68
16.410395,340.813,68
16.411975,921.686,68
16.412396,341.932,68
16.413508,454.573,68
16.414395,341.623,68
16.415986,932.447,68
16.416396,342.572,68
16.417507,453.833,68
16.418395,341.273,68
16.419974,920.666,68
16.420397,343.132,68
16.421505,451.223,68
16.422396,341.982,68
16.423975,920.706,68
16.424399,344.932,68
16.425500,445.943,68
16.426395,341.382,68
16.427975,919.377,68
16.428399,344.203,68
16.429506,452.623,68
16.430397,343.112,68
16.431976,921.916,68
16.432394,340.373,68
16.433507,451.933,68
16.434393,339.612,68
16.435981,925.706,68
16.436392,338.582,68
16.437507,453.673,68
16.438397,341.622,68
16.439975,920.966,68
16.440393,338.852,68
16.441505,451.133,68
16.442395,341.872,68
16.443976,921.436,68
16.444396,341.942,68
16.445504,450.503,68
16.446397,343.323,68
16.447976,922.376,68
16.448395,340.642,68
16.449502,448.243,68
16.450392,338.613,68
16.451976,922.096,68
16.452392,337.682,68
16.453504,450.813,68
16.454393,339.222,68
16.455975,922.057,68
16.456393,339.492,68
16.457504,450.563,68
16.458394,340.552,68
16.459976,922.687,68
16.460393,337.582,68
16.461504,451.363,68
16.462391,337.562,68
16.463977,922.987,68
16.464392,338.433,68
16.465504,449.483,68
16.466392,337.792,68
16.467982,928.246,68
16.468392,338.683,68
16.469502,448.593,68
16.470392,338.592,68
16.471976,923.156,68
16.472394,340.232,68
16.473507,453.053,68
16.474393,338.922,68
16.475978,922.716,68
16.476390,335.772,68
16.477504,450.413,68
16.478398,343.823,68
16.479977,923.546,68
16.480398,344.762,68
16.481504,450.343,68
16.482391,337.583,68
16.483977,921.726,68
16.484392,338.172,68
16.485503,449.193,68
16.486396,342.273,68
16.487977,924.176,68
16.488395,341.292,68
16.489502,448.973,68
16.490392,338.162,68
16.491977,923.746,68
16.492392,338.502,68
16.493505,450.693,68
16.494393,338.802,68
16.495978,924.037,68
16.496399,344.893,68
16.497505,450.653,68
16.498391,337.002,68
16.499986,932.037,68
16.500393,339.553,68
16.501504,449.713,68
16.502393,339.082,68
16.503978,923.856,68
16.504389,335.513,68
16.505502,448.863,68
16.506392,338.452,68
16.507599,543.464,68
16.508431,377.392,68
16.509985,930.817,68
16.510410,356.222,68
16.511497,443.793,68
16.512396,342.552,68
16.513980,926.147,68
16.514396,342.513,68
16.515500,445.873,68
16.516395,341.442,68
16.517979,924.887,68
16.518396,342.393,68
16.519496,441.923,68
16.520394,340.592,68
16.521979,924.966,68
16.522397,342.882,68
16.523499,445.583,68
16.524392,338.402,68
16.525980,926.986,68
16.526391,337.522,68
16.527495,441.113,68
16.528398,343.262,68
16.529980,926.146,68
16.530397,342.292,68
16.531498,444.923,68
16.532399,345.583,68
16.533979,924.346,68
16.534392,338.082,68
16.535495,441.094,68
16.536396,341.773,68
16.537979,925.996,68
16.538394,339.632,68
16.539501,446.293,68
16.540395,341.052,68
16.541987,934.016,68
16.542395,341.102,68
16.543500,444.733,68
16.544389,335.342,68
16.545981,927.077,68
16.546398,343.552,68
16.547496,442.103,68
16.548396,342.782,68
16.549981,926.787,68
16.550389,335.183,68
16.551496,442.053,68
16.552394,340.492,68
16.553982,928.066,68
16.554397,342.713,68
16.555498,444.723,68
16.556394,339.832,68
16.557980,926.926,68
16.558391,337.652,68
16.559494,440.663,68
16.560397,343.632,68
16.561983,929.666,68
16.562395,340.773,68
16.563493,440.073,68
16.564390,335.812,68
16.565982,927.626,68
16.566393,338.832,68
16.567497,443.373,68
16.568395,341.213,68
16.569981,928.326,68
16.570395,340.622,68
16.571495,441.953,68
16.572395,341.193,68
16.573993,939.586,68
16.574388,334.472,68
16.575496,442.693,68
16.576393,339.982,68
16.577981,927.407,68
16.578397,343.492,68
16.579495,441.443,68
16.580401,345.923,68
16.581983,928.627,68
16.582391,337.752,68
16.583498,444.713,68
16.584393,339.622,68
16.585982,928.227,68
16.586394,339.713,68
16.587496,442.153,68
16.588394,340.412,68
16.589982,928.196,68
16.590399,344.742,68
16.591495,441.943,68
16.592393,339.592,68
16.593985,930.226,68
16.594387,333.372,68
16.595495,441.503,68
16.596397,341.732,68
16.597983,930.036,68
16.598394,340.092,68
16.599494,440.853,68
16.600393,339.233,68
16.601985,930.866,68
16.602400,345.382,68
16.603492,439.053,68
16.604389,335.093,68
16.605994,940.956,68
16.606390,335.842,68
16.607497,443.653,68
16.608393,339.792,68
16.609984,930.316,68
16.610418,364.612,68
16.611527,473.083,68
16.612448,394.213,68
16.613628,573.544,68
16.614401,345.652,68
16.615990,936.456,68
16.616396,342.532,68
16.617503,449.593,68
16.618389,335.583,68
16.619983,929.436,68
16.620393,339.202,68
16.621505,451.073,68
16.622401,347.423,68
16.623985,931.426,68
16.624396,341.892,68
16.625503,449.903,68
16.626398,344.232,68
16.627984,930.176,68
16.628396,341.932,68
16.629500,445.983,68
16.630397,343.643,68
16.631985,931.057,68
16.632396,342.072,68
16.633507,453.593,68
16.634395,340.822,68
16.635986,932.507,68
16.636388,334.153,68
16.637502,448.743,68
16.638392,338.482,68
16.639984,930.666,68
16.640394,340.503,68
16.641504,450.903,68
16.642399,344.252,68
16.643985,929.246,68
16.644393,339.333,68
16.645501,447.303,68
16.646399,343.432,68
16.647997,942.856,68
16.648397,342.843,68
16.649503,449.483,68
16.650394,340.162,68
16.651985,931.396,68
16.652393,339.533,68
16.653501,448.283,68
16.654387,333.143,68
16.655985,931.856,68
16.656393,338.912,68
16.657499,446.223,68
16.658395,341.743,68
16.659985,931.376,68
16.660399,344.592,68
16.661498,444.243,68
16.662387,333.392,68
16.663985,931.837,68
16.664394,340.052,68
16.665504,449.773,68
16.666392,338.553,68
16.667989,935.487,68
16.668386,332.542,68
16.669495,442.183,68
16.670393,338.882,68
16.671986,932.457,68
16.672391,337.283,68
16.673506,451.963,68
16.674396,341.922,68
16.675986,932.526,68
16.676392,338.092,68
16.677500,446.733,68
16.678394,340.592,68
16.680004,948.066,68
16.680380,374.792,68
16.681500,446.323,68
16.682396,341.302,68
16.683988,934.256,68
16.684392,338.023,68
16.685500,446.903,68
16.686394,340.253,68
16.687987,933.666,68
16.688394,340.002,68
16.689497,443.114,68
16.690390,336.673,68
16.691989,935.306,68
16.692394,340.442,68
16.693501,446.903,68
16.694392,338.512,68
16.695988,933.546,68
16.696397,343.262,68
16.697501,447.613,68
16.698392,338.213,68
16.699993,939.127,68
16.700394,340.132,68
16.701504,449.693,68
16.702393,339.783,68
16.703989,935.527,68
16.704393,339.043,68
16.705501,447.763,68
16.706397,342.092,68
16.707987,933.516,68
16.708396,342.012,68
16.709501,447.733,68
16.710392,338.912,68
16.711989,933.566,68
16.712396,342.622,68
16.713501,447.143,68
16.714442,386.583,68
16.715660,606.924,68
16.716439,384.983,68
16.717536,482.464,68
16.718400,345.862,68
16.719988,934.846,68
16.720392,338.393,68
16.721505,451.333,68
16.722398,343.593,68
16.723988,933.016,68
16.724398,344.292,68
16.725503,448.643,68
16.726397,343.232,68
16.727989,935.026,68
16.728397,343.602,68
16.729505,449.663,68
16.730399,344.703,68
16.731996,942.327,68
16.732379,374.482,68
16.733508,453.293,68
16.734396,342.363,68
16.735989,934.117,68
16.736396,342.542,68
16.737501,447.623,68
16.738396,341.882,68
16.739989,935.567,68
16.740394,340.102,68
16.741500,446.933,68
16.742394,340.082,68
16.743989,933.576,68
16.744393,339.062,68
16.745502,449.113,68
16.746400,344.742,68
16.747989,935.736,68
16.748395,341.233,68
16.749503,449.173,68
16.750394,340.462,68
16.751991,937.296,68
16.752389,335.423,68
16.753504,449.973,68
16.754396,342.313,68
16.755990,935.916,68
16.756389,335.302,68
16.757501,446.893,68
16.758395,341.312,68
16.759991,936.986,68
16.760399,344.662,68
16.761503,448.643,68
16.762393,337.962,68
16.764002,946.497,68
16.764379,376.062,68
16.765514,458.624,68
16.766393,339.453,68
16.767991,937.207,68
16.768404,349.742,68
16.769511,456.733,68
16.770401,346.503,68
16.771991,937.106,68
16.772398,344.392,68
16.773503,449.413,68
16.774394,340.752,68
16.775991,937.447,68
16.776389,335.262,68
16.777503,449.663,68
16.778398,344.202,68
16.779991,936.086,68
16.780397,342.822,68
16.781502,449.043,68
16.782396,342.472,68
16.783995,941.927,68
16.784398,344.893,68
16.785501,447.503,68
16.786398,343.352,68
16.787991,936.456,68
16.788397,343.753,68
16.789502,448.153,68
16.790393,339.052,68
16.791993,939.476,68
16.792395,341.152,68
16.793502,447.043,68
16.794394,340.572,68
16.796006,952.716,68
16.796385,377.463,68
16.797502,447.793,68
16.798395,341.352,68
16.799992,938.697,68
16.800393,338.992,68
16.801503,448.332,68
16.802396,342.333,68
16.803992,938.666,68
16.804392,337.752,68
16.805501,447.153,68
16.806394,340.743,68
16.807992,938.647,68
16.808394,339.632,68
16.809501,448.003,68
16.810395,341.532,68
16.811992,937.416,68
16.812396,341.952,68
16.813502,449.033,68
16.814392,338.332,68
16.815998,944.317,68
16.816395,341.133,68
16.817503,449.713,68
16.818447,393.923,68
16.819999,945.726,68
16.820383,382.583,68
16.821517,462.933,68
16.822398,343.892,68
16.823994,939.426,68
16.824399,344.432,68
16.825503,449.763,68
16.826393,339.712,68
16.827993,939.526,68
16.828396,342.022,68
16.829504,449.783,68
16.830396,342.392,68
16.831993,939.496,68
16.832399,345.052,68
16.833503,449.413,68
16.834400,344.793,68
16.835994,940.677,68
16.836394,340.552,68
16.837504,450.453,68
16.838400,345.823,68
16.839994,940.986,68
16.840393,339.412,68
16.841500,446.953,68
16.842393,339.772,68
16.843994,938.367,68
16.844394,339.532,68
16.845503,449.623,68
16.846395,341.632,68
16.848001,947.387,68
16.848383,381.222,68
16.849500,446.273,68
16.850393,338.942,68
16.851995,941.477,68
16.852396,341.903,68
16.853499,445.243,68
16.854393,340.002,68
16.855994,940.797,68
16.856393,339.373,68
16.857500,446.403,68
16.858392,338.472,68
16.859994,940.826,68
16.860392,337.932,68
16.861505,450.323,68
16.862393,339.182,68
16.863995,941.286,68
16.864393,339.472,68
16.865507,452.333,68
16.866396,342.192,68
16.867995,942.137,68
16.868393,339.142,68
16.869501,447.183,68
16.870393,339.663,68
16.871996,942.626,68
16.872396,342.442,68
16.873497,443.403,68
16.874395,340.373,68
16.875995,942.117,68
16.876394,340.432,68
16.877496,441.953,68
16.878394,340.002,68
16.880003,947.617,68
16.880386,382.162,68
16.881494,439.763,68
16.882392,338.072,68
16.883997,943.067,68
16.884396,342.552,68
16.885494,440.993,68
16.886396,341.442,68
16.887998,944.127,68
16.888398,343.893,68
16.889499,445.293,68
16.890400,346.452,68
16.891996,942.886,68
16.892397,343.023,68
16.893499,445.493,68
16.894393,338.912,68
16.895996,943.106,68
16.896399,344.992,68
16.897494,440.423,68
16.898391,337.432,68
16.899999,946.036,68
16.900385,384.573,68
16.901501,445.433,68
16.902394,341.063,68
16.903996,942.826,68
16.904394,340.212,68
16.905497,443.173,68
16.906395,341.333,68
16.907998,944.436,68
16.908396,341.522,68
16.909499,444.403,68
16.910396,338.342,68
16.912009,955.167,68
16.912386,375.302,68
16.913498,444.263,68
16.914396,342.372,68
16.915998,944.427,68
16.916397,342.632,68
16.917496,442.833,68
16.918403,343.652,68
16.919997,942.537,68
16.920394,339.643,68
16.921546,492.403,68
16.922425,371.522,68
16.923621,567.034,68
16.924409,354.533,68
16.925999,942.246,68
16.926386,385.432,68
16.927504,450.053,68
16.928398,344.312,68
16.929998,943.117,68
16.930397,343.252,68
16.931508,454.423,68
16.932399,345.132,68
16.934000,945.557,68
16.934387,386.522,68
16.935507,451.983,68
16.936396,342.592,68
16.937999,944.837,68
16.938398,344.103,68
16.939506,451.433,68
16.940396,342.252,68
16.942000,946.366,68
16.942386,385.133,68
16.943505,450.553,68
16.944393,339.352,68
16.945999,945.286,68
16.946388,388.263,68
16.947503,447.843,68
16.948397,342.182,68
16.949998,944.146,68
16.950397,343.453,68
16.951502,447.383,68
16.952396,342.192,68
16.954011,957.496,68
16.954389,376.743,68
16.955503,448.553,68
16.956398,344.363,68
16.957999,945.746,68
16.958388,387.353,68
16.959501,447.403,68
16.960396,341.873,68
16.961999,943.576,68
16.962387,386.643,68
16.963499,443.823,68
16.964395,341.642,68
16.966000,944.937,68
16.966388,387.062,68
16.967507,453.133,68
16.968397,343.193,68
16.970001,947.547,68
16.970389,386.862,68
16.971499,445.443,68
16.972393,339.392,68
16.974003,949.327,68
16.974390,385.103,68
16.975509,454.213,68
16.976399,345.122,68
16.978001,947.746,68
16.978388,385.543,68
16.979503,448.043,68
16.980394,340.672,68
16.982000,946.556,68
16.982389,387.803,68
16.983502,448.073,68
16.984396,341.422,68
16.986012,958.366,68
16.986392,378.933,68
16.987501,447.183,68
16.988394,341.133,68
16.990002,948.116,68
16.990392,388.463,68
16.991504,449.724,68
16.992393,339.403,68
16.994002,948.606,68
16.994389,385.593,68
16.995502,447.013,68
16.996394,340.463,68
16.998002,949.127,68
16.998390,386.732,68
16.999503,449.423,68
17.000394,340.973,68
17.002002,947.227,68
17.002390,386.612,68
17.003500,446.853,68
17.004397,343.362,68
17.006007,953.207,68
17.006392,384.403,68
17.007503,449.543,68
17.008395,341.152,68
17.010002,948.357,68
17.010390,386.733,68
17.011503,447.763,68
17.012393,339.392,68
17.014003,949.676,68
17.014391,386.632,68
17.015501,447.273,68
17.016400,342.062,68
17.018002,949.006,68
17.018390,386.603,68
17.019502,447.073,68
17.020396,340.442,68
17.022002,948.346,68
17.022392,388.883,68
17.023507,451.883,68
17.024396,342.333,68
17.025623,568.264,68
17.026423,368.502,68
17.028015,961.197,68
17.028393,377.033,68
17.030003,946.176,68
17.030390,385.913,68
17.031507,452.673,68
17.032395,341.262,68
17.034004,950.297,68
17.034392,386.572,68
17.035506,451.573,68
17.036399,343.983,68
17.038009,955.287,68
17.038392,381.672,68
17.039504,450.923,68
17.040399,344.113,68
17.042003,949.027,68
17.042390,385.713,68
17.043499,445.823,68
17.044398,343.912,68
17.046005,951.096,68
17.046393,386.343,68
17.047506,451.623,68
17.048400,346.672,68
17.050005,951.616,68
17.050394,387.693,68
17.051499,445.163,68
17.052396,342.632,68
17.054004,950.966,68
17.054393,387.683,68
17.055502,447.903,68
17.056395,340.812,68
17.058005,951.466,68
17.058393,386.753,68
17.059503,448.973,68
17.060396,342.253,68
17.062005,949.826,68
17.062394,386.903,68
17.063506,451.893,68
17.064398,344.012,68
17.066005,949.966,68
17.066393,386.232,68
17.067501,447.013,68
17.068394,341.183,68
17.070015,961.517,68
17.070395,378.532,68
17.071505,450.963,68
17.072393,339.513,68
17.074006,952.417,68
17.074393,386.102,68
17.075503,449.253,68
17.076401,345.992,68
17.078006,952.297,68
17.078394,386.863,68
17.079509,453.203,68
17.080401,347.242,68
17.082006,952.706,68
17.082395,387.092,68
17.083506,450.893,68
17.084396,341.812,68
17.086005,951.486,68
17.086398,391.323,68
17.087504,450.303,68
17.088398,343.652,68
17.090008,954.766,68
17.090395,385.523,68
17.091505,451.423,68
17.092401,346.913,68
17.094007,953.366,68
17.094395,386.393,68
17.095501,446.703,68
17.096400,346.322,68
17.098007,953.656,68
17.098395,386.443,68
17.099503,448.933,68
17.100396,342.622,68
17.102018,963.057,68
17.102398,378.332,68
17.103502,447.803,68
17.104396,342.023,68
17.106006,953.077,68
17.106397,389.022,68
17.107504,449.913,68
17.108400,345.253,68
17.110008,955.327,68
17.110396,385.913,68
17.111500,444.743,68
17.112399,345.562,68
17.114008,954.457,68
17.114393,384.292,68
17.115504,450.143,68
17.116395,340.972,68
17.118008,954.396,68
17.118396,386.762,68
17.119502,448.313,68
17.120395,340.932,68
17.122012,958.336,68
17.122397,374.763,68
17.123506,452.353,68
17.124397,343.632,68
17.126008,954.086,68
17.126396,386.483,68
17.127501,447.073,68
17.128398,344.842,68
17.129567,511.563,68
17.130422,368.202,68
17.131582,528.813,68
17.132415,361.042,68
17.134008,953.376,68
17.134396,386.363,68
17.135499,445.293,68
17.136397,343.673,68
17.138007,953.777,68
17.138396,386.932,68
17.139498,444.622,68
17.140401,347.723,68
17.142009,955.447,68
17.142394,384.112,68
17.143501,447.483,68
17.144405,350.992,68
17.146008,953.137,68
17.146396,386.762,68
17.147501,446.933,68
17.148402,348.172,68
17.150008,954.066,68
17.150396,387.102,68
17.151502,448.083,68
17.152404,349.942,68
17.154015,961.817,68
17.154394,377.903,68
17.155494,440.673,68
17.156399,345.862,68
17.158008,955.106,68
17.158394,384.613,68
17.159496,442.463,68
17.160405,351.572,68
17.162008,955.226,68
17.162397,387.223,68
17.163503,447.363,68
17.164403,348.982,68
17.166009,953.416,68
17.166396,385.573,68
17.167498,444.483,68
17.168401,347.532,68
17.170010,956.877,68
17.170401,389.272,68
17.171495,441.063,68
17.172400,346.653,68
17.174011,957.637,68
17.174398,385.902,68
17.175495,441.293,68
17.176399,345.953,68
17.178010,956.847,68
17.178396,384.472,68
17.179499,445.513,68
17.180401,347.792,68
17.182010,955.917,68
17.182397,385.842,68
17.183502,445.733,68
17.184404,350.212,68
17.186018,964.627,68
17.186398,379.012,68
17.187497,443.363,68
17.188404,350.652,68
17.190010,956.397,68
17.190397,386.313,68
17.191496,442.513,68
17.192403,349.052,68
17.194010,956.476,68
17.194395,383.903,68
17.195500,446.523,68
17.196403,347.822,68
17.198012,958.496,68
17.198398,385.513,68
17.199495,441.763,68
17.200401,347.222,68
17.202011,955.466,68
17.202402,389.213,68
17.203496,442.283,68
17.204400,346.333,68
17.206014,960.517,68
17.206400,385.472,68
17.207500,446.862,68
17.208404,350.393,68
17.210012,958.867,68
17.210400,386.092,68
17.211499,445.923,68
17.212408,349.823,68
17.214011,957.847,68
17.214399,386.582,68
17.215496,442.063,68
17.216401,347.982,68
17.218024,970.277,68
17.218401,375.682,68
17.219496,442.683,68
17.220401,348.052,68
