timestamp,rocm_smi:::temp_current:device=0:sensor=0,rocm_smi:::temp_current:device=0:sensor=1,rocm_smi:::temp_current:device=0:sensor=2,rocm_smi:::mem_usage_VRAM:device=0,rocm_smi:::busy_percent:device=0,rocm_smi:::memory_busy_percent:device=0,power
0.001028,45000,45000,56000,17418354688,100,0,71
0.516190,46000,53000,60000,17418354688,100,27,102
1.034205,48000,54000,60000,17418354688,100,19,122
1.546923,48000,54000,60000,17418354688,100,19,136
2.058659,48000,55000,62000,17418354688,100,25,148
2.583237,49000,55000,62000,17418354688,100,22,156
3.107016,49000,56000,61000,17418354688,100,17,161
3.620343,49000,55000,61000,17418354688,100,19,166
4.141923,49000,56000,63000,17418354688,100,22,169
4.663539,49000,56000,62000,17418354688,100,21,172
5.182830,50000,57000,63000,17418354688,100,26,174
5.707845,50000,58000,63000,17418354688,100,27,176
6.229908,51000,57000,64000,17418354688,100,20,177
6.748089,51000,58000,63000,17418354688,100,29,179
7.266390,51000,59000,64000,17418354688,100,29,180
7.778923,52000,58000,63000,17418354688,100,26,180
8.294940,52000,59000,63000,17418354688,100,20,179
8.811735,52000,60000,63000,17418354688,100,21,179
9.331423,53000,60000,65000,17418354688,100,21,179
9.853766,53000,60000,64000,17418354688,100,19,179
10.374008,53000,60000,65000,17418354688,100,21,178
10.894579,53000,61000,65000,17418354688,100,16,177
11.418108,53000,61000,65000,17418354688,100,15,176
11.938058,54000,61000,65000,17418354688,100,16,176
12.455577,54000,61000,66000,17418354688,100,19,177
12.972650,55000,62000,66000,17418354688,100,17,177
13.496053,55000,62000,66000,17418354688,100,28,179
14.014427,55000,62000,67000,17418354688,100,19,179
14.535691,55000,62000,65000,17418354688,100,17,177
15.050939,56000,62000,66000,17418354688,100,16,177
15.560441,56000,63000,65000,17418354688,100,15,176
16.072048,56000,63000,66000,17418354688,100,10,174
16.584816,56000,63000,66000,17418354688,100,11,173
17.096698,57000,64000,65000,17418354688,100,10,173
17.608770,56000,64000,67000,17418354688,100,13,173
18.128099,57000,65000,66000,17418354688,100,13,172
18.648676,57000,64000,66000,17418354688,100,15,172
19.159184,57000,64000,67000,17418354688,100,18,173
19.671600,58000,65000,67000,17418354688,100,16,173
20.185551,57000,65000,67000,17418354688,100,18,174
20.704631,58000,66000,67000,17418354688,100,16,174
21.223593,58000,66000,67000,17418354688,100,11,174
21.744986,58000,66000,67000,17418354688,100,8,172
22.270556,58000,66000,68000,17418354688,100,15,172
22.777748,58000,66000,69000,17418354688,100,15,172
23.291324,59000,67000,68000,17418366976,100,17,174
23.809387,58000,67000,70000,17418354688,100,19,175
24.321756,60000,67000,69000,17418354688,100,15,174
24.832113,59000,68000,69000,17418354688,100,18,175
25.345843,60000,67000,69000,17418354688,100,15,174
25.860335,60000,68000,70000,17418354688,100,14,174
26.380423,61000,68000,70000,17418354688,100,19,175
26.899969,60000,68000,70000,17418354688,100,16,175
27.415917,60000,68000,70000,17418354688,100,15,175
27.935614,60000,68000,70000,17418354688,100,23,177
28.453930,60000,68000,71000,17418354688,100,14,176
28.974621,61000,68000,69000,17418354688,100,10,175
29.493541,61000,69000,72000,17418354688,100,18,176
30.014347,61000,69000,70000,17418354688,100,15,175
30.534258,62000,69000,72000,17418354688,100,15,176
31.047174,62000,70000,71000,17418354688,100,13,175
31.559379,62000,69000,70000,17418354688,100,13,174
32.074176,62000,70000,72000,17418354688,100,17,175
32.585124,63000,70000,71000,17418354688,100,16,175
33.093538,63000,70000,71000,17418354688,100,12,174
33.614093,62000,71000,73000,17418354688,100,21,175
34.134196,62000,71000,72000,17418354688,100,14,174
34.646262,63000,71000,71000,17418354688,100,13,174
35.158949,62000,71000,73000,17418354688,100,16,177
35.679187,63000,71000,73000,17418354688,100,14,177
36.199297,63000,72000,73000,17418354688,100,14,177
36.717387,63000,71000,74000,17418354688,100,19,178
37.653325,64000,72000,73000,17418354688,100,10,180
38.162590,64000,72000,73000,17418354688,100,17,181
38.678581,64000,72000,72000,17418354688,100,12,178
39.202820,64000,72000,73000,17418354688,100,9,177
39.724995,64000,73000,74000,17418354688,100,13,176
40.247186,65000,73000,73000,17418354688,100,10,175
40.761570,65000,73000,73000,17418354688,100,16,176
41.277950,65000,73000,74000,17418354688,100,21,178
41.804447,65000,73000,75000,17418354688,100,21,180
42.319466,65000,73000,76000,17418354688,100,24,182
42.831726,65000,74000,75000,17418354688,100,14,181
43.342511,65000,73000,74000,17418354688,100,16,180
43.857988,67000,74000,75000,17418354688,100,12,180
44.370613,67000,75000,75000,17418354688,100,18,181
44.882983,66000,74000,74000,17418354688,100,12,180
45.397777,66000,74000,76000,17418354688,100,18,180
45.911625,67000,75000,76000,17418354688,100,14,180
46.431304,66000,75000,76000,17418354688,100,15,179
46.958968,67000,75000,74000,17418354688,100,10,179
47.480699,67000,74000,76000,17418354688,100,14,179
48.006544,67000,76000,75000,17418354688,100,16,181
48.533074,67000,75000,75000,17418354688,100,19,180
49.051511,67000,76000,75000,17418354688,100,17,181
49.578913,68000,76000,75000,17418366976,100,14,181
50.091555,68000,76000,75000,17418354688,100,13,181
50.608912,68000,77000,76000,17418354688,100,18,181
51.122633,67000,76000,77000,17418354688,100,16,181
51.646301,68000,77000,75000,17418354688,100,11,180
52.163268,68000,77000,78000,17418354688,100,20,182
52.686017,68000,77000,76000,17418354688,100,17,182
53.208761,68000,77000,76000,17418354688,100,15,183
53.732342,69000,77000,77000,17418354688,100,18,184
54.248661,68000,77000,77000,17418354688,100,23,185
54.763699,69000,78000,77000,17418354688,100,16,185
55.279338,69000,78000,77000,17418354688,100,14,184
55.805135,69000,77000,76000,17418354688,100,11,182
56.326786,69000,77000,77000,17418354688,100,16,183
56.843609,69000,78000,78000,17418354688,100,16,182
57.360007,69000,78000,78000,17418354688,100,9,181
57.875777,70000,78000,78000,17418354688,100,23,184
58.402211,70000,78000,78000,17418354688,100,19,185
58.929779,70000,79000,80000,17418354688,100,25,187
59.449035,70000,79000,79000,17418354688,100,14,185
59.967889,71000,78000,78000,17418354688,100,20,185
60.478688,71000,79000,80000,17418354688,100,20,186
61.004513,71000,79000,78000,17418354688,100,20,185
61.528981,71000,80000,80000,17418354688,100,25,186
62.053864,72000,80000,79000,17418354688,100,14,184
62.579048,71000,80000,79000,17418354688,100,12,183
63.113652,71000,79000,78000,17418354688,100,15,183
63.637190,71000,80000,78000,17418354688,100,14,182
64.162655,72000,80000,80000,17418354688,100,15,183
64.687656,71000,80000,80000,17418354688,100,19,185
65.210518,71000,80000,79000,17418354688,100,13,185
65.728540,71000,81000,79000,17418354688,100,19,186
66.252616,72000,80000,80000,17418354688,100,13,184
66.779706,72000,81000,79000,17418354688,100,11,184
67.306610,72000,81000,80000,17418354688,100,21,186
67.831641,72000,81000,82000,17418354688,100,28,189
68.360660,72000,81000,81000,17418354688,100,23,190
68.884681,73000,81000,79000,17418354688,100,11,186
69.409724,73000,82000,79000,17418354688,100,12,185
69.937600,72000,82000,80000,17418354688,100,18,185
70.455466,72000,75000,78000,17418354688,100,0,162
70.967280,71000,74000,78000,17418354688,100,0,137
71.487233,71000,73000,77000,17418354688,100,0,119
72.017297,71000,73000,77000,17418354688,100,0,106
72.547387,70000,72000,76000,17418354688,100,0,96
73.075238,69000,72000,76000,17418354688,100,0,90
73.599605,71000,79000,80000,17418354688,100,38,120
74.126644,72000,80000,81000,17418354688,100,26,140
74.651080,72000,80000,79000,17418354688,100,16,154
75.180651,72000,82000,79000,17418354688,100,16,162
75.703286,72000,81000,80000,17418354688,100,22,171
76.237361,72000,81000,81000,17418354688,100,16,175
76.762212,73000,82000,80000,17418354688,100,21,179
77.295894,73000,82000,81000,17418354688,100,17,182
77.817408,72000,81000,82000,17418354688,100,25,185
78.331310,73000,82000,81000,17418354688,100,22,187
78.840479,73000,82000,82000,17418354688,100,21,187
79.358456,73000,82000,81000,17418354688,100,19,189
79.877608,74000,82000,80000,17418354688,100,13,187
80.400612,74000,82000,80000,17418354688,100,11,185
80.919440,74000,83000,81000,17418354688,100,24,187
81.442582,74000,83000,82000,17418354688,100,14,186
81.967969,74000,83000,80000,17418354688,100,12,186
82.492282,74000,83000,81000,17418354688,100,13,185
83.034313,74000,83000,80000,17418354688,100,10,184
83.556033,74000,84000,82000,17418354688,100,13,185
84.076490,74000,83000,81000,17418354688,100,14,186
84.600349,75000,84000,82000,17418354688,100,26,189
85.126454,75000,84000,83000,17418354688,100,18,188
85.650533,75000,84000,82000,17418354688,100,20,190
86.175449,74000,84000,81000,17418354688,100,14,187
86.697975,75000,84000,81000,17418354688,100,11,186
87.226023,75000,85000,82000,17418354688,100,15,186
87.750909,74000,84000,83000,17418354688,100,8,186
88.273749,75000,84000,83000,17418354688,100,28,188
88.795740,76000,84000,84000,17418354688,100,18,188
89.314850,76000,85000,82000,17418354688,100,14,187
89.835742,76000,85000,82000,17418354688,100,17,187
90.359645,76000,85000,82000,17418354688,100,12,186
90.881462,76000,85000,83000,17418354688,100,17,187
91.399850,76000,85000,84000,17418354688,100,23,188
91.916975,76000,85000,85000,17418354688,100,18,189
92.442427,76000,86000,83000,17418354688,100,19,189
92.963265,76000,86000,83000,17418354688,100,13,188
93.487187,76000,86000,83000,17418354688,100,17,188
94.013228,77000,86000,84000,17418354688,100,16,187
94.532416,77000,85000,83000,17418354688,100,20,187
95.051070,78000,86000,83000,17418354688,100,15,188
95.573325,77000,86000,85000,17418354688,100,21,188
96.094305,77000,86000,84000,17418354688,100,10,187
96.614110,78000,86000,84000,17418354688,100,24,189
97.133385,77000,86000,84000,17418354688,100,20,189
97.655012,78000,86000,85000,17418354688,100,20,189
98.174064,77000,86000,84000,17418354688,100,20,190
98.689413,78000,87000,84000,17418354688,100,16,190
99.198067,77000,87000,84000,17418354688,100,15,187
99.711642,78000,87000,83000,17418354688,100,9,186
100.225675,78000,86000,85000,17418354688,100,32,190
100.750606,78000,87000,84000,17418354688,100,14,188
101.272662,78000,86000,85000,17418354688,100,27,190
101.795402,79000,87000,85000,17418354688,100,18,191
102.332562,79000,87000,86000,17418354688,100,20,191
102.856864,78000,87000,85000,17418354688,100,23,191
103.382176,78000,88000,86000,17418354688,100,15,190
103.908184,78000,87000,85000,17418354688,100,19,191
104.424027,79000,88000,87000,17418354688,100,21,191
104.936980,79000,88000,86000,17418354688,100,14,189
105.458596,78000,88000,85000,17418354688,100,21,190
105.979335,78000,88000,87000,17418354688,100,20,191
106.501094,79000,88000,85000,17418354688,100,14,189
107.025711,79000,88000,85000,17418354688,100,13,187
107.547136,79000,87000,86000,17418354688,100,11,188
108.074588,79000,89000,86000,17418354688,100,30,190
108.595602,79000,88000,86000,17418354688,100,18,191
109.122645,80000,88000,87000,17418354688,100,17,191
109.644524,80000,89000,86000,17418354688,100,19,191
110.167105,79000,88000,86000,17418354688,100,25,192
110.691571,80000,88000,87000,17418354688,100,30,194
111.215108,80000,88000,87000,17418354688,100,30,196
111.737150,80000,89000,88000,17418354688,100,24,195
112.258856,80000,89000,87000,17418354688,100,17,196
112.783071,80000,89000,86000,17418354688,100,18,193
113.295005,80000,89000,87000,17418354688,100,15,190
113.813714,80000,89000,86000,17418354688,100,19,191
114.338500,81000,89000,87000,17418354688,100,27,193
114.853373,80000,89000,87000,17418354688,100,10,191
115.374278,80000,90000,88000,17418354688,100,21,192
115.897173,80000,89000,88000,17418354688,100,21,192
116.420863,81000,90000,88000,17418354688,100,14,190
116.942313,81000,90000,87000,17418354688,100,19,191
117.466178,81000,90000,88000,17418354688,100,28,193
117.988744,80000,90000,87000,17418354688,100,18,193
118.530503,81000,90000,88000,17418354688,100,13,191
119.053660,81000,91000,89000,17418354688,100,21,193
119.576428,81000,90000,87000,17418354688,100,22,193
120.101653,80000,91000,88000,17418354688,100,15,191
120.623053,81000,90000,87000,17418354688,100,17,191
121.133083,81000,91000,87000,17418354688,100,14,190
121.649392,82000,91000,88000,17418354688,100,31,193
122.163715,81000,91000,89000,17418354688,100,21,194
122.684490,81000,90000,87000,17418354688,100,13,192
123.207127,81000,91000,87000,17418366976,100,13,191
123.729572,82000,91000,87000,17418354688,100,15,191
124.252368,82000,91000,88000,17418354688,100,26,193
124.777565,82000,91000,87000,17418354688,100,13,192
125.297031,82000,91000,88000,17418354688,100,11,190
125.821242,82000,92000,89000,17418354688,100,20,190
126.340556,82000,91000,90000,17418354688,100,28,193
126.864315,82000,92000,88000,17418354688,100,21,193
127.383446,82000,92000,89000,17418354688,100,13,191
127.905501,82000,92000,88000,17418354688,100,17,192
128.429650,82000,92000,89000,17418354688,100,29,193
128.949626,82000,92000,90000,17418354688,100,25,194
129.474768,82000,92000,89000,17418354688,100,13,193
129.996030,83000,92000,90000,17418354688,100,25,195
130.524782,83000,92000,88000,17418354688,100,13,194
131.047952,83000,93000,90000,17418354688,100,29,197
131.568635,83000,92000,90000,17418354688,100,19,197
132.092656,83000,92000,89000,17418354688,100,22,197
132.611577,83000,92000,89000,17418354688,100,22,197
133.137907,83000,92000,89000,17418354688,100,18,197
133.660622,83000,93000,89000,17418354688,100,19,197
134.180155,83000,92000,90000,17418354688,100,17,195
134.705257,83000,93000,89000,17418354688,100,13,194
135.226711,83000,93000,91000,17418354688,100,22,196
135.752737,83000,93000,89000,17418354688,100,19,195
136.274901,83000,93000,88000,17418354688,100,11,194
136.798832,84000,93000,90000,17418354688,100,13,194
137.321380,84000,93000,89000,17418354688,100,12,194
137.844350,84000,93000,90000,17418354688,100,17,195
138.368250,84000,93000,90000,17418354688,100,11,193
138.890974,84000,94000,89000,17418354688,100,14,194
139.410209,84000,93000,90000,17418354688,100,19,196
139.933474,84000,94000,89000,17418354688,100,13,195
140.453491,84000,93000,90000,17418354688,100,26,197
140.979143,84000,93000,91000,17418354688,100,23,198
141.501047,85000,95000,90000,17418354688,100,15,198
142.017133,84000,94000,91000,17418354688,100,17,198
142.539357,86000,94000,90000,17418354688,100,21,199
143.064394,85000,94000,91000,17418354688,100,29,200
143.586553,85000,94000,92000,17418354688,100,19,200
144.109440,85000,94000,90000,17418354688,100,19,199
144.627894,85000,94000,92000,17418354688,100,21,200
145.150228,85000,95000,91000,17418354688,100,19,199
145.670642,85000,91000,90000,17418354688,100,0,187
146.199396,84000,86000,87000,17418354688,100,0,159
146.726457,83000,85000,87000,17418354688,100,0,138
147.254787,83000,85000,87000,17418354688,100,0,123
147.770732,82000,85000,86000,17418354688,100,0,112
148.294433,82000,85000,87000,17418354688,100,0,104
148.818894,82000,90000,90000,17418354688,100,40,121
149.343590,84000,93000,91000,17418354688,100,29,144
