timestamp,"amd_smi:::temp_current_sensor=1:device=0","amd_smi:::temp_current_sensor=2:device=0","amd_smi:::temp_current_sensor=7:device=0","amd_smi:::gfx_activity:device=0","amd_smi:::umc_activity:device=0","amd_smi:::power_current:device=0","amd_smi:::power_average:device=0","amd_smi:::process_cu_occupancy_proc=0:device=0"
0.001781,40,47,48,7,0,65535,89,0
0.103361,41,47,48,100,1,65535,91,0
0.205363,41,48,48,100,1,65535,92,0
0.307416,41,49,48,9,1,65535,94,0
0.408897,41,49,48,8,1,65535,95,0
0.510618,41,49,48,8,1,65535,97,0
0.612395,41,48,48,9,1,65535,98,0
0.714482,41,47,48,0,0,65535,98,0
0.816422,41,47,48,0,0,65535,98,0
0.917910,40,47,48,0,0,65535,97,0
1.019614,40,47,48,0,0,65535,97,0
1.121400,40,47,48,0,0,65535,96,0
1.223465,40,47,48,0,0,65535,96,0
1.325416,40,47,48,0,0,65535,96,0
1.426919,40,47,48,0,0,65535,95,0
1.528620,41,47,48,0,0,65535,95,0
1.630444,40,47,48,0,0,65535,95,0
1.732515,41,47,48,0,0,65535,94,0
1.834531,40,47,48,0,0,65535,94,0
1.936474,41,47,48,0,0,65535,94,0
2.038309,40,47,48,0,0,65535,94,0
2.139929,41,47,48,0,0,65535,93,0
2.241489,40,47,48,0,0,65535,93,0
2.343520,40,47,48,0,0,65535,93,0
2.445466,40,47,48,0,0,65535,93,0
2.547309,40,47,48,0,0,65535,93,0
2.648930,40,47,48,0,0,65535,93,0
2.750503,40,47,48,0,0,65535,92,0
2.852574,40,47,48,0,0,65535,92,0
2.954513,41,47,48,0,0,65535,92,0
3.055861,40,47,48,0,0,65535,92,0
3.157628,41,47,48,0,0,65535,92,0
3.259522,40,47,48,0,0,65535,92,0
3.361560,40,47,48,0,0,65535,92,0
3.463579,40,47,48,0,0,65535,92,0
3.565352,40,47,48,0,0,65535,92,0
3.666855,40,47,48,0,0,65535,91,0
3.768532,40,47,48,0,0,65535,91,0
3.870616,41,47,48,0,0,65535,91,0
3.972553,40,47,48,0,0,65535,91,0
4.074057,40,47,48,0,0,65535,91,0
4.175772,41,47,48,0,0,65535,91,0
4.277539,40,47,48,0,0,65535,91,0
4.379604,40,47,48,0,0,65535,91,0
4.481579,40,47,48,0,0,65535,91,0
4.583064,40,47,48,0,0,65535,91,0
4.684757,40,47,48,0,0,65535,91,0
4.786576,40,47,48,0,0,65535,91,0
4.888656,40,47,48,0,0,65535,91,0
4.990599,41,47,48,0,0,65535,91,0
5.092686,43,49,48,100,25,65535,98,0
5.194442,43,51,48,100,31,65535,107,0
5.296086,44,51,48,100,21,65535,115,0
5.397615,45,53,48,100,36,65535,123,0
5.499653,45,52,48,100,35,65535,131,0
5.601628,46,52,48,100,29,65535,138,0
5.703422,46,54,48,100,36,65535,144,0
5.805080,46,53,48,100,33,65535,151,0
5.906639,47,53,48,100,31,65535,156,0
6.008712,47,53,48,100,31,65535,162,0
6.110649,47,53,48,100,27,65535,166,0
6.212484,47,53,48,100,31,65535,171,0
6.314083,47,53,48,100,27,65535,175,0
6.415640,47,53,48,100,23,65535,179,0
6.517477,48,53,48,100,28,65535,182,0
6.618917,47,53,48,100,25,65535,185,0
6.720737,48,53,48,100,23,65535,188,0
6.822515,48,53,48,100,25,65535,191,0
6.924491,48,53,48,100,23,65535,193,0
7.026522,48,53,48,100,25,65535,196,0
7.127900,48,53,48,100,23,65535,198,0
7.229736,48,53,48,100,23,65535,200,0
7.331526,48,53,48,100,25,65535,202,0
7.433120,49,53,48,100,24,65535,204,0
7.534707,49,53,48,100,22,65535,206,0
7.636784,48,53,48,100,22,65535,207,0
7.738749,48,53,48,100,22,65535,209,0
7.840555,48,53,48,100,20,65535,210,0
7.942212,48,53,48,100,24,65535,211,0
8.043729,49,54,48,100,23,65535,213,0
8.145761,49,55,48,100,24,65535,214,0
8.247765,49,55,48,100,22,65535,215,0
8.349554,50,53,48,100,20,65535,216,0
