t_sec,"amd_smi:::power_current:device=1"
41.222547,508
41.223569,508
41.224555,508
41.225567,508
41.226546,508
41.227567,508
41.228547,508
41.229562,508
41.230548,508
41.231928,508
41.232567,508
41.233922,508
41.234551,508
41.235919,508
41.236547,508
41.237568,508
41.238546,508
41.239568,508
41.240547,508
41.241564,508
41.242547,508
41.243568,508
41.244549,508
41.245924,508
41.246548,508
41.247569,508
41.248547,508
41.249569,507
41.250548,507
41.251564,507
41.252547,507
41.253568,507
41.254547,507
41.255923,507
41.256559,507
41.257569,508
41.258548,508
41.259569,508
41.260548,508
41.261564,508
41.262548,508
41.263570,508
41.264548,508
41.265570,508
41.266553,508
41.267570,508
41.268549,508
41.269570,508
41.270549,508
41.271564,508
41.272548,508
41.273569,508
41.274548,508
41.275571,508
41.276551,508
41.277923,508
41.278548,508
41.279570,508
41.280549,508
41.281571,508
41.282549,508
41.283565,508
41.284549,508
41.285571,508
41.286550,508
41.287925,508
41.288568,508
41.289570,508
41.290548,508
41.291570,508
41.292548,508
41.293565,508
41.294549,508
41.295571,508
41.296550,508
41.297572,508
41.298559,508
41.299571,508
41.300550,508
41.301571,508
41.302549,508
41.303566,508
41.304550,508
41.305572,508
41.306550,508
41.307571,508
41.308555,508
41.309925,508
41.310551,508
41.311572,508
41.312549,508
41.313572,508
41.314550,508
41.315572,508
41.316551,508
41.317572,508
41.318553,508
41.319927,508
41.320551,508
41.321572,508
41.322551,508
41.323572,508
41.324551,508
41.325566,508
41.326551,508
41.327572,508
41.328550,508
41.329925,508
41.330565,508
41.331573,508
41.332551,508
41.333572,508
41.334552,508
41.335570,508
41.336553,508
41.337573,508
41.338551,508
41.339573,508
41.340558,508
41.341574,508
41.342552,508
41.343931,508
41.344552,508
41.345568,508
41.346552,508
41.347574,508
41.348552,508
41.349575,508
41.350555,508
41.351926,508
41.352552,508
41.353575,508
41.354553,508
41.355574,508
41.356552,508
41.357568,508
41.358553,508
41.359573,508
41.360553,508
41.361930,508
41.362572,508
41.363574,508
41.364552,508
41.365573,508
41.366553,508
41.367569,508
41.368553,508
41.369575,508
41.370552,508
41.371928,508
41.372562,508
41.373574,508
41.374553,508
41.375576,508
41.376553,508
41.377570,508
41.378553,508
41.379575,508
41.380554,508
41.381574,508
41.382559,508
41.383575,508
41.384554,508
41.385575,508
41.386554,508
41.387570,508
41.388554,508
41.389575,508
41.390554,508
41.391575,508
41.392557,508
41.393928,508
41.394554,508
41.395576,508
41.396554,508
41.397577,508
41.398555,508
41.399570,508
41.400555,508
41.401576,508
41.402555,508
41.403929,508
41.404569,508
41.405576,508
41.406555,508
41.407576,508
41.408555,508
41.409571,508
41.410555,508
41.411576,508
41.412556,508
41.413576,508
41.414565,508
41.415576,508
41.416555,508
41.417577,508
41.418555,508
41.419571,508
41.420556,508
41.421576,508
41.422556,508
41.423578,508
41.424560,508
41.425929,508
41.426555,508
41.427577,508
41.428556,508
41.429577,508
41.430556,508
41.431573,508
41.432556,508
41.433578,508
41.434558,508
41.435933,508
41.436556,508
41.437939,508
41.438557,508
41.439580,508
41.440557,508
41.441572,508
41.442557,508
41.443579,508
41.444557,508
41.445931,508
41.446567,508
41.447580,508
41.448557,508
41.449578,508
41.450558,508
41.451573,508
41.452558,508
41.453578,508
41.454557,508
41.455579,508
41.456563,508
41.457580,508
41.458558,508
41.459579,508
41.460556,508
41.461574,508
41.462557,508
41.463580,508
41.464558,508
41.465579,508
41.466561,508
41.467931,508
41.468558,508
41.469581,508
41.470558,508
41.471579,508
41.472558,508
41.473574,508
41.474559,508
41.475579,508
41.476558,508
41.477934,508
41.478571,508
41.479580,508
41.480558,508
41.481580,508
41.482559,508
41.483576,508
41.484563,508
41.485579,508
41.486559,508
41.487581,508
41.488568,508
41.489581,508
41.490559,508
41.491582,508
41.492559,508
41.493575,508
41.494559,508
41.495581,508
41.496558,508
41.497580,508
41.498563,508
41.499934,508
41.500560,508
41.501581,508
41.502559,508
41.503581,508
41.504560,508
41.505581,508
41.506560,508
41.507581,508
41.508562,508
41.509936,508
41.510560,508
41.511582,508
41.512560,508
41.513581,508
41.514560,508
41.515576,508
41.516560,508
41.517581,508
41.518560,508
41.519936,508
41.520573,508
41.521582,508
41.522560,508
41.523583,507
41.524561,507
41.525577,507
41.526560,507
41.527583,507
41.528560,507
41.529583,507
41.530570,507
41.531582,507
41.532561,507
41.533582,507
41.534561,507
41.535576,507
41.536562,507
41.537582,507
41.538563,507
41.539583,507
41.540565,507
41.541936,507
41.542963,507
41.543946,507
41.544561,507
41.545582,507
41.546562,507
41.547578,507
41.548562,507
41.549583,507
41.550563,507
41.551938,507
41.552562,507
41.553583,507
41.554562,507
41.555583,507
41.556562,507
41.557578,507
41.558562,507
41.559583,507
41.560562,507
41.561937,507
41.562573,507
41.563585,507
