timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
30.596638,31000,33000,54830141440,0,0
31.097659,31000,33000,54830141440,0,0
31.598525,31000,33000,54830141440,0,0
32.099341,31000,33000,54830141440,0,0
32.599898,31000,33000,54830141440,0,0
33.100757,31000,33000,54830141440,0,0
33.601779,31000,33000,54830141440,0,0
34.102628,31000,33000,54830141440,0,0
34.603828,31000,33000,54830141440,0,0
35.104852,31000,33000,54830141440,0,0
35.605875,31000,33000,54830141440,0,0
36.106907,31000,33000,54830141440,0,0
36.607368,31000,34000,54830141440,0,0
37.107982,31000,33000,54830141440,0,0
37.608978,31000,33000,54830141440,0,0
38.109998,31000,33000,54830141440,0,0
38.611022,31000,33000,54830141440,0,0
39.111846,31000,33000,54830141440,0,0
39.613047,32000,33000,54830141440,0,0
40.113653,32000,33000,54830141440,0,0
40.614237,32000,34000,54830141440,0,0
41.115178,32000,33000,54830141440,0,0
41.616190,32000,33000,54830141440,0,0
42.117014,33000,33000,54830141440,0,0
42.617821,32000,34000,54830141440,0,0
43.118417,32000,34000,54830141440,0,0
43.619293,32000,33000,54830141440,0,0
44.120133,31000,33000,54830141440,0,0
44.620919,31000,33000,54830141440,0,0
45.121510,31000,33000,54830141440,0,0
45.622404,31000,33000,54830141440,0,0
46.123420,31000,33000,54830141440,0,0
46.624433,31000,33000,54830141440,0,0
47.125424,31000,33000,54830141440,0,0
47.626485,32000,33000,54830141440,0,0
48.127483,32000,34000,54830141440,0,0
48.628508,32000,33000,54830141440,0,0
49.129526,31000,33000,54830141440,0,0
49.630550,31000,33000,54830141440,0,0
50.131575,31000,33000,54830141440,0,0
50.632608,31000,33000,54830141440,0,0
51.133629,31000,33000,54830141440,0,0
51.634671,31000,33000,54830141440,0,0
52.135678,31000,33000,54830141440,0,0
52.636668,31000,33000,54830141440,0,0
53.137740,31000,33000,54830141440,0,0
53.638745,31000,33000,54830141440,0,0
54.139219,31000,33000,54830141440,0,0
54.639800,31000,33000,54830141440,0,0
55.140266,31000,34000,54830141440,0,0
55.640846,31000,34000,54830141440,0,0
56.141865,31000,33000,54830141440,0,0
56.642899,31000,33000,54830141440,0,0
57.143920,31000,33000,54830141440,0,0
57.644943,31000,33000,54830141440,0,0
58.145990,32000,33000,54830141440,0,0
58.646994,32000,33000,54830141440,0,0
59.148016,31000,33000,54830141440,0,0
59.649040,31000,33000,54830141440,0,0
60.150057,31000,33000,54830141440,0,0
60.651107,31000,33000,54830141440,0,0
61.152137,31000,33000,54830141440,0,0
61.653168,31000,33000,54830141440,0,0
62.154183,31000,33000,54830141440,0,0
62.655214,31000,33000,54830141440,0,0
63.156047,31000,33000,54830141440,0,0
63.656852,31000,33000,54830141440,0,0
64.157435,31000,33000,54830141440,0,0
64.658299,31000,33000,54830141440,0,0
65.159338,31000,33000,54830141440,0,0
65.660365,31000,33000,54830141440,0,0
66.161373,31000,33000,54830141440,0,0
66.662407,31000,33000,54830141440,1,0
67.163439,31000,33000,54830141440,0,0
67.664449,31000,33000,54830141440,0,0
68.165452,31000,33000,54830141440,0,0
68.666464,32000,33000,54830141440,0,0
69.167295,32000,33000,54830141440,0,0
69.668533,32000,33000,54830141440,0,0
70.169362,32000,33000,54830141440,0,0
70.670555,31000,33000,54830141440,0,0
71.171595,31000,33000,54830141440,0,0
71.672618,32000,33000,54830141440,1,0
72.173639,31000,34000,54830141440,0,0
72.674661,31000,33000,54830141440,0,0
73.175684,31000,33000,54830141440,0,0
73.676727,31000,33000,54830141440,0,0
74.177754,31000,33000,54830141440,0,0
74.678766,31000,34000,54830141440,0,0
75.179785,31000,33000,54830141440,0,0
75.680806,31000,33000,54830141440,0,0
76.181836,31000,33000,54830141440,0,0
76.682855,31000,33000,54830141440,1,0
77.183494,31000,33000,54830141440,0,0
77.684048,31000,33000,54830141440,0,0
78.184926,31000,33000,54830141440,0,0
78.685960,31000,33000,54830141440,0,0
79.187039,32000,33000,54830141440,0,0
79.688004,32000,33000,54830141440,0,0
80.189025,31000,33000,54830141440,0,0
80.690050,31000,33000,54830141440,0,0
81.191107,31000,33000,54830141440,0,0
81.692124,31000,34000,54830141440,1,0
82.193157,31000,33000,54830141440,0,0
82.694176,31000,33000,54830141440,0,0
83.195205,31000,33000,54830141440,0,0
83.696231,31000,33000,54830141440,0,0
84.197168,31000,33000,54830141440,0,0
84.698392,31000,33000,54830141440,0,0
85.199116,31000,33000,54830141440,0,0
85.699897,31000,33000,54830141440,0,0
86.200485,31000,33000,54830141440,0,0
86.701190,31000,33000,54830141440,1,0
87.201970,31000,33000,54830141440,0,0
87.702551,31000,33000,54830141440,0,0
88.203435,31000,33000,54830141440,0,0
88.704448,31000,33000,54830141440,0,0
89.205468,31000,33000,54830141440,0,0
89.706288,32000,33000,54830141440,0,0
90.207507,32000,34000,54830141440,0,0
90.708532,32000,33000,54830141440,0,0
91.209553,31000,33000,54830141440,0,0
91.710577,32000,33000,54830141440,1,0
92.211603,31000,33000,54830141440,0,0
92.712622,31000,33000,54830141440,0,0
93.213653,31000,33000,54830141440,0,0
93.714680,31000,34000,54830141440,0,0
94.215697,31000,33000,54830141440,0,0
94.716696,32000,33000,54830141440,0,0
95.217784,32000,33000,54830141440,0,0
95.718771,32000,33000,54830141440,0,0
96.219794,32000,33000,54830141440,0,0
96.720445,32000,33000,54830141440,1,0
97.221020,32000,33000,54830141440,0,0
97.721873,31000,33000,54830141440,0,0
98.222895,31000,33000,54830141440,0,0
98.723920,31000,33000,54830141440,0,0
99.224746,31000,33000,54830141440,0,0
99.725580,31000,33000,54830141440,0,0
100.226128,31000,33000,54830141440,0,0
100.727020,31000,33000,54830141440,0,0
101.228039,31000,33000,54830141440,0,0
101.729070,31000,33000,54830141440,1,1
102.230106,31000,33000,54830141440,0,0
102.731138,31000,33000,54830141440,0,0
103.232171,31000,33000,54830141440,0,0
103.733191,31000,33000,54830141440,0,0
104.233971,31000,33000,54830141440,0,0
104.735228,31000,33000,54830141440,0,0
105.236260,31000,33000,54830141440,0,0
105.737121,31000,33000,54830141440,0,0
106.237886,31000,33000,54830141440,0,0
