timestamp,rocm_smi:::temp_current:device=1:sensor=0,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
0.001569,44000,44000,50000,55027466240,28,0
0.502229,44000,44000,50000,55027466240,0,0
1.002907,44000,44000,50000,55027466240,0,0
1.503680,45000,45000,50000,55027466240,0,0
2.004355,44000,44000,50000,55027466240,0,0
2.505019,43000,44000,50000,55027466240,0,0
3.005731,45000,45000,50000,55027466240,0,0
3.506456,44000,44000,50000,55027466240,0,0
4.007178,44000,44000,50000,55027466240,0,0
4.507950,44000,44000,50000,55027466240,0,0
5.008893,45000,45000,50000,55027482624,96,19
5.509575,45000,47000,53000,55027482624,100,3
6.010454,45000,45000,50000,55027482624,0,0
6.511803,44000,44000,50000,55027482624,0,0
7.012876,45000,45000,50000,55027494912,0,0
7.513678,45000,45000,50000,55027482624,0,0
8.014514,45000,45000,50000,55027482624,0,0
8.515183,44000,44000,50000,55027482624,0,0
9.015833,45000,45000,50000,55027482624,0,0
9.516579,44000,44000,50000,55027482624,0,0
10.017247,45000,45000,50000,55027482624,0,0
10.517909,45000,45000,50000,55027482624,0,0
11.018678,45000,47000,53000,55027482624,100,5
11.519456,45000,45000,50000,55027482624,0,0
12.020294,45000,45000,50000,55027482624,0,0
12.521044,45000,45000,50000,55027482624,0,0
13.022317,45000,45000,50000,55027482624,0,0
13.523137,45000,45000,50000,55027482624,0,0
14.023948,45000,45000,50000,55027482624,0,0
14.524808,44000,44000,50000,55027482624,0,0
15.025964,44000,44000,50000,55027482624,0,0
15.526860,45000,45000,50000,55027482624,0,0
16.028505,44000,44000,50000,55027482624,0,0
16.529437,45000,48000,54000,55027482624,100,15
17.030544,45000,45000,52000,55027482624,0,0
17.531297,45000,45000,51000,55027482624,0,0
18.032051,45000,45000,50000,55027482624,0,0
18.533005,44000,44000,50000,55027482624,0,0
19.034466,45000,45000,50000,55027482624,0,0
19.535156,45000,45000,50000,55027482624,0,0
20.036193,45000,45000,50000,55027482624,0,0
20.537053,44000,44000,50000,55027482624,0,0
21.037823,45000,45000,50000,55027482624,0,0
21.538579,45000,45000,50000,55027482624,0,0
22.039584,45000,47000,54000,55027482624,100,18
22.540437,45000,45000,51000,55027482624,0,0
23.041269,45000,45000,51000,55027482624,0,0
23.542202,45000,45000,51000,55027482624,0,0
24.043218,45000,45000,51000,55027482624,0,0
24.543902,45000,45000,52000,55027482624,0,0
25.044731,45000,45000,52000,55027482624,0,0
25.546037,45000,45000,51000,55027482624,0,0
26.046710,45000,45000,51000,55027482624,0,0
26.547382,45000,45000,51000,55027482624,0,0
27.048008,45000,45000,50000,55027482624,0,0
27.549130,46000,48000,54000,55027482624,100,17
28.049911,45000,45000,51000,55027482624,0,0
28.550656,45000,45000,51000,55027482624,0,0
29.051366,45000,45000,51000,55027482624,0,0
29.552091,45000,45000,51000,55027482624,0,0
30.052915,45000,45000,51000,55027482624,0,0
30.553591,45000,45000,51000,55027482624,0,0
31.054213,45000,45000,51000,55027482624,0,0
31.554863,45000,45000,50000,55027482624,0,0
32.055539,46000,46000,51000,55027482624,0,0
32.556554,45000,45000,51000,55027482624,0,0
33.057613,45000,48000,55000,55027482624,100,18
33.558581,45000,45000,51000,55027482624,0,0
34.059258,45000,45000,51000,55027482624,0,0
34.559919,45000,45000,51000,55027482624,0,0
35.060821,46000,46000,51000,55027482624,0,0
35.561652,46000,46000,51000,55027482624,0,0
36.062385,45000,45000,51000,55027482624,0,0
36.563107,45000,45000,51000,55027482624,0,0
37.063963,45000,45000,51000,55027482624,0,0
37.564734,45000,45000,51000,55027482624,0,0
38.065749,46000,46000,51000,55027482624,0,0
38.567131,46000,47000,53000,55027482624,100,18
39.067998,46000,46000,52000,55027482624,0,0
39.568810,45000,45000,51000,55027482624,0,0
40.069526,45000,45000,51000,55027482624,0,0
40.570255,45000,45000,51000,55027482624,0,0
41.071095,45000,45000,51000,55027482624,0,0
41.571868,45000,45000,51000,55027482624,0,0
42.072528,45000,45000,51000,55027482624,0,0
42.573194,45000,45000,51000,55027482624,0,0
43.073941,45000,45000,51000,55027482624,0,0
43.574572,45000,45000,52000,55027482624,0,0
44.075394,45000,47000,53000,55027482624,100,18
44.576214,46000,47000,52000,55027482624,59,1
45.077032,46000,46000,51000,55027482624,0,0
45.578043,46000,46000,51000,55027482624,0,0
46.079076,47000,47000,51000,55027482624,0,0
46.579727,45000,45000,51000,55027482624,0,0
47.080389,45000,45000,51000,55027482624,0,0
47.581132,46000,46000,51000,55027482624,0,0
48.081962,45000,45000,51000,55027482624,0,0
48.582814,45000,45000,51000,55027482624,0,0
49.083588,46000,46000,51000,55027482624,0,0
49.584454,45000,45000,50000,55027482624,46,3
50.085629,46000,48000,53000,55027482624,100,3
50.586499,46000,46000,51000,55027482624,0,0
51.087270,45000,45000,51000,55027482624,0,0
51.587930,45000,45000,51000,55027482624,0,0
52.088585,45000,45000,51000,55027482624,0,0
52.589512,46000,46000,51000,55027482624,0,0
53.090337,46000,46000,51000,55027482624,0,0
53.591017,46000,46000,51000,55027482624,0,0
54.092082,46000,46000,51000,55027482624,0,0
54.592732,45000,45000,51000,55027482624,0,0
55.093548,45000,45000,51000,55027482624,0,0
55.594530,46000,49000,54000,55027482624,100,17
56.095209,46000,46000,51000,55027482624,0,0
56.596043,46000,46000,51000,55027482624,0,0
57.096690,45000,45000,51000,55027482624,0,0
57.597568,45000,45000,51000,55027482624,0,0
58.098584,46000,46000,51000,55027482624,0,0
58.599347,45000,45000,51000,55027482624,0,0
59.100190,45000,45000,51000,55027482624,0,0
59.601632,45000,45000,51000,55027482624,0,0
60.102650,45000,45000,51000,55027482624,0,0
60.603461,45000,45000,51000,55027482624,0,0
61.104402,46000,49000,54000,55027482624,100,18
61.605449,46000,46000,51000,55027482624,0,0
62.106220,45000,45000,51000,55027482624,0,0
62.607005,45000,45000,51000,55027482624,0,0
63.107792,45000,45000,51000,55027482624,0,0
63.609125,45000,45000,51000,55027494912,0,0
64.109989,45000,45000,51000,55027482624,0,0
64.611304,46000,46000,51000,55027482624,0,0
65.111973,45000,45000,51000,55027482624,0,0
65.612865,45000,45000,51000,55027482624,0,0
66.113592,45000,45000,51000,55027482624,0,0
