timestamp,iteration,rocm_smi:::temp_current:device=0:sensor=0,rocm_smi:::temp_current:device=0:sensor=1,rocm_smi:::temp_current:device=0:sensor=2,rocm_smi:::busy_percent:device=0,rocm_smi:::memory_busy_percent:device=0
24.033598,Iter1,66000,78000,71000,100,0
24.534236,Iter1,66000,79000,71000,100,0
25.034903,Iter1,67000,79000,72000,100,0
25.535660,Iter1,67000,79000,72000,100,0
26.036196,Iter1,67000,80000,72000,100,0
26.536865,Iter1,68000,81000,72000,100,0
27.037501,Iter1,68000,81000,73000,100,0
27.538155,Iter1,69000,81000,73000,100,0
28.038786,Iter1,69000,82000,73000,100,0
28.539435,Iter1,69000,82000,74000,100,0
29.040093,Iter1,69000,83000,74000,100,0
29.540878,Iter1,70000,83000,74000,100,0
30.041521,Iter1,70000,83000,75000,100,0
30.542169,Iter1,71000,83000,75000,100,0
31.042665,Iter1,71000,84000,75000,100,0
31.543375,Iter1,71000,85000,76000,100,0
32.044038,Iter1,72000,85000,76000,100,0
32.544673,Iter1,72000,86000,76000,100,0
33.045310,Iter1,73000,86000,77000,100,0
33.546061,Iter1,73000,86000,77000,100,0
34.046691,Iter1,74000,87000,77000,100,0
34.547344,Iter1,74000,88000,77000,100,0
35.048106,Iter1,74000,88000,78000,100,0
35.548740,Iter1,74000,88000,78000,100,0
36.049414,Iter1,74000,88000,78000,100,0
36.549969,Iter1,75000,89000,78000,100,0
37.050606,Iter1,75000,89000,79000,100,0
37.551240,Iter1,75000,89000,79000,100,0
38.051683,Iter1,76000,89000,79000,100,0
38.552325,Iter1,77000,90000,79000,100,0
39.052992,Iter1,77000,90000,80000,100,0
39.553624,Iter1,77000,91000,80000,100,0
40.054349,Iter1,77000,91000,80000,100,0
40.555014,Iter1,78000,91000,80000,100,0
41.055649,Iter1,78000,91000,81000,100,0
41.556157,Iter1,78000,91000,81000,100,0
42.056684,Iter1,79000,92000,81000,100,0
42.557460,Iter1,79000,93000,81000,100,0
43.057970,Iter1,79000,94000,82000,100,0
43.558596,Iter1,80000,94000,82000,100,0
44.059227,Iter1,79000,94000,82000,100,0
44.559891,Iter1,79000,94000,82000,100,0
45.060566,Iter1,81000,94000,83000,100,0
45.561200,Iter1,81000,95000,83000,100,0
46.061926,Iter1,81000,95000,83000,100,0
46.562639,Iter1,81000,95000,84000,100,0
47.063187,Iter1,81000,96000,84000,100,0
47.563844,Iter1,82000,96000,84000,100,0
48.064475,Iter1,82000,96000,84000,100,0
48.565124,Iter1,82000,97000,84000,100,0
49.065813,Iter1,83000,96000,85000,100,0
49.566486,Iter1,83000,97000,85000,100,0
50.067153,Iter1,83000,98000,85000,100,0
50.567846,Iter1,83000,98000,85000,100,0
51.068501,Iter1,83000,98000,86000,100,0
51.569151,Iter1,84000,98000,86000,100,0
52.069641,Iter1,85000,99000,86000,100,0
52.570318,Iter1,85000,98000,86000,100,0
53.070996,Iter1,85000,99000,86000,100,0
53.571628,Iter1,86000,99000,87000,100,0
54.072260,Iter1,85000,99000,87000,100,0
54.573041,Iter1,86000,99000,87000,100,0
55.073715,Iter1,86000,99000,87000,100,0
55.574382,Iter1,86000,99000,87000,100,0
56.075123,Iter1,86000,100000,87000,100,0
56.575758,Iter1,87000,100000,88000,100,0
57.076401,Iter1,87000,100000,88000,100,0
57.576999,Iter1,87000,100000,88000,100,0
58.077572,Iter1,87000,100000,88000,100,0
58.578213,Iter1,87000,100000,88000,100,0
59.078870,Iter1,87000,100000,89000,100,0
59.579504,Iter1,87000,100000,89000,100,0
60.080271,Iter1,88000,100000,89000,100,0
60.580928,Iter1,88000,99000,89000,100,0
61.081558,Iter1,88000,100000,89000,100,0
61.582336,Iter1,88000,100000,89000,100,0
62.082994,Iter1,88000,100000,89000,100,0
62.583625,Iter1,88000,100000,89000,100,0
63.084161,Iter1,88000,100000,89000,100,0
63.584819,Iter1,88000,100000,90000,100,0
64.085488,Iter1,88000,100000,90000,100,0
64.586148,Iter1,88000,99000,90000,100,0
65.086776,Iter1,88000,100000,90000,100,0
65.587567,Iter1,89000,100000,90000,100,0
66.088206,Iter1,89000,100000,90000,100,0
66.588865,Iter1,89000,100000,90000,100,0
67.089595,Iter1,89000,100000,90000,100,0
67.590228,Iter1,89000,100000,90000,100,0
68.090719,Iter1,89000,99000,90000,100,0
68.591422,Iter1,89000,100000,90000,100,0
69.092083,Iter1,89000,100000,90000,100,0
69.592716,Iter1,89000,99000,90000,100,0
70.093356,Iter1,89000,100000,90000,100,0
70.594016,Iter1,89000,100000,90000,100,0
71.094784,Iter1,89000,99000,90000,100,0
71.595464,Iter1,89000,100000,91000,100,0
72.096120,Iter1,89000,100000,90000,100,0
72.596879,Iter1,90000,99000,91000,100,0
73.097518,Iter1,89000,100000,91000,100,0
73.598072,Iter1,89000,100000,91000,100,0
74.098607,Iter1,89000,99000,91000,100,0
74.599241,Iter1,89000,100000,91000,100,0
75.099769,Iter1,89000,100000,91000,100,0
75.600464,Iter1,89000,100000,91000,100,0
76.101117,Iter1,89000,100000,91000,100,0
76.601746,Iter1,89000,100000,91000,100,0
77.102395,Iter1,90000,99000,91000,100,0
77.603089,Iter1,89000,99000,92000,100,0
78.103586,Iter1,90000,100000,91000,100,0
78.604221,Iter1,90000,100000,91000,100,0
79.104749,Iter1,89000,100000,92000,100,0
79.605431,Iter1,90000,99000,91000,100,0
80.106204,Iter1,90000,99000,91000,100,0
80.606653,Iter1,89000,100000,91000,100,0
81.107278,Iter1,90000,99000,92000,100,0
81.607938,Iter1,90000,100000,91000,100,0
82.108573,Iter1,90000,100000,92000,100,0
82.609318,Iter1,90000,100000,91000,100,0
83.109978,Iter1,90000,100000,91000,100,0
83.610608,Iter1,90000,100000,91000,100,0
84.111134,Iter1,89000,100000,91000,100,0
84.611821,Iter1,90000,100000,91000,100,0
85.112488,Iter1,90000,99000,91000,100,0
85.613140,Iter1,90000,100000,91000,100,0
86.113775,Iter1,90000,100000,91000,100,0
86.614559,Iter1,90000,99000,91000,100,0
87.115201,Iter1,90000,100000,91000,100,0
87.615868,Iter1,91000,100000,91000,100,0
88.116623,Iter1,91000,100000,91000,100,0
88.617260,Iter1,91000,99000,91000,100,0
89.117986,Iter1,90000,99000,91000,100,0
89.618646,Iter1,90000,99000,92000,100,0
90.119293,Iter1,90000,100000,91000,100,0
90.619971,Iter1,90000,99000,92000,100,0
91.120714,Iter1,90000,99000,92000,100,0
91.621351,Iter1,91000,99000,92000,100,0
92.122029,Iter1,91000,100000,92000,100,0
92.622781,Iter1,91000,99000,92000,100,0
93.123467,Iter1,91000,99000,92000,100,0
93.624120,Iter1,90000,100000,92000,100,0
94.124889,Iter1,91000,100000,92000,100,0
94.625384,Iter1,91000,100000,92000,100,0
95.126080,Iter1,91000,100000,92000,100,0
95.626569,Iter1,90000,100000,92000,100,0
96.127192,Iter1,90000,100000,92000,100,0
96.628017,Iter1,91000,100000,92000,100,0
97.128649,Iter1,90000,100000,92000,100,0
97.629280,Iter1,91000,99000,92000,100,0
98.130074,Iter1,90000,100000,92000,100,0
98.630712,Iter1,90000,99000,92000,100,0
99.131346,Iter1,91000,100000,92000,100,0
99.632105,Iter1,90000,100000,92000,100,0
100.132630,Iter1,90000,100000,92000,100,0
100.633282,Iter1,91000,100000,92000,100,0
101.133944,Iter1,91000,100000,92000,100,0
101.634571,Iter1,90000,100000,92000,100,0
102.135218,Iter1,91000,99000,92000,100,0
102.635949,Iter1,91000,100000,92000,100,0
103.136594,Iter1,91000,100000,92000,100,0
103.637289,Iter1,91000,99000,92000,100,0
104.137966,Iter1,91000,100000,92000,100,0
104.638600,Iter1,91000,99000,92000,100,0
105.139130,Iter1,90000,100000,92000,100,0
105.639859,Iter1,91000,99000,92000,100,0
106.140509,Iter1,91000,100000,93000,100,0
106.641161,Iter1,91000,100000,92000,100,0
107.141823,Iter1,91000,99000,92000,100,0
107.642490,Iter1,91000,100000,92000,100,0
108.143172,Iter1,91000,100000,92000,100,0
108.643835,Iter1,91000,100000,92000,100,0
109.144568,Iter1,90000,99000,92000,100,0
109.645207,Iter1,91000,100000,92000,100,0
110.145698,Iter1,91000,100000,92000,100,0
110.646100,Iter1,91000,100000,92000,100,0
111.146749,Iter1,91000,100000,93000,100,0
111.647391,Iter1,91000,100000,92000,100,0
112.148056,Iter1,90000,100000,92000,100,0
112.648693,Iter1,91000,99000,92000,100,0
113.149315,Iter1,91000,100000,92000,100,0
113.649978,Iter1,91000,100000,93000,100,0
114.150567,Iter1,91000,100000,92000,100,0
114.651200,Iter1,91000,100000,92000,100,0
115.151858,Iter1,91000,100000,93000,100,0
115.652351,Iter1,91000,100000,92000,100,0
116.153086,Iter1,91000,100000,93000,100,0
116.653894,Iter1,91000,100000,93000,100,0
117.154561,Iter1,91000,100000,93000,100,0
117.655192,Iter1,91000,100000,92000,100,0
118.155966,Iter1,91000,100000,92000,100,0
118.656603,Iter1,91000,100000,92000,100,0
119.157238,Iter1,91000,100000,92000,100,0
119.658024,Iter1,91000,99000,92000,100,0
120.158658,Iter1,91000,100000,92000,100,0
120.659288,Iter1,91000,100000,92000,100,0
121.159639,Iter1,91000,100000,93000,100,0
121.660281,Iter1,91000,99000,93000,100,0
122.160776,Iter1,91000,100000,92000,100,0
122.661415,Iter1,91000,101000,93000,100,0
123.162161,Iter1,91000,99000,92000,100,0
123.662822,Iter1,91000,99000,93000,100,0
124.163470,Iter1,91000,99000,92000,100,0
124.664228,Iter1,91000,100000,92000,100,0
125.164903,Iter1,91000,100000,93000,100,0
125.665561,Iter1,91000,99000,93000,100,0
126.166072,Iter1,91000,100000,92000,100,0
126.666735,Iter1,91000,100000,93000,100,0
127.167375,Iter1,91000,100000,93000,100,0
127.668040,Iter1,91000,100000,92000,100,0
128.168675,Iter1,91000,100000,92000,100,0
128.669403,Iter1,91000,99000,93000,100,0
129.170056,Iter1,91000,100000,93000,100,0
129.670687,Iter1,91000,99000,92000,100,0
130.171467,Iter1,91000,100000,92000,100,0
130.672107,Iter1,90000,100000,92000,100,0
131.172741,Iter1,91000,99000,92000,100,0
131.673256,Iter1,91000,100000,93000,100,0
132.173927,Iter1,91000,100000,92000,100,0
132.674609,Iter1,91000,99000,92000,100,0
133.175247,Iter1,91000,100000,92000,100,0
133.675904,Iter1,91000,100000,92000,100,0
134.176582,Iter1,91000,100000,92000,100,0
134.677214,Iter1,91000,99000,93000,100,0
135.177868,Iter1,91000,100000,92000,100,0
135.678510,Iter1,90000,100000,92000,100,0
136.179159,Iter1,91000,99000,92000,100,0
136.679650,Iter1,91000,100000,92000,100,0
137.180395,Iter1,91000,100000,92000,100,0
137.681070,Iter1,91000,100000,92000,100,0
138.181639,Iter1,91000,100000,92000,100,0
138.682272,Iter1,91000,100000,92000,100,0
139.182935,Iter1,91000,100000,92000,100,0
139.683591,Iter1,91000,100000,92000,100,0
140.184224,Iter1,91000,99000,92000,100,0
140.684961,Iter1,91000,100000,92000,100,0
141.185637,Iter1,91000,99000,92000,100,0
141.686290,Iter1,91000,100000,92000,100,0
142.186656,Iter1,92000,99000,92000,100,0
142.687292,Iter1,91000,99000,92000,100,0
143.188067,Iter1,91000,100000,92000,100,0
143.688700,Iter1,91000,100000,92000,100,0
144.189335,Iter1,92000,100000,92000,100,0
144.690111,Iter1,91000,99000,92000,100,0
145.190744,Iter1,91000,100000,92000,100,0
145.691375,Iter1,91000,99000,92000,100,0
146.192177,Iter1-Wait,90000,92000,92000,100,0
146.692833,Iter1-Wait,89000,89000,91000,0,0
147.193301,Iter1-Wait,87000,89000,91000,0,0
147.694017,Iter1-Wait,87000,88000,90000,0,0
148.194469,Iter1-Wait,87000,88000,90000,0,0
148.695291,Iter1-Wait,87000,87000,90000,0,0
149.195949,Iter1-Wait,86000,87000,90000,0,0
149.696590,Iter1-Wait,86000,87000,89000,0,0
150.197346,Iter1-Wait,86000,87000,89000,0,0
150.698012,Iter1-Wait,85000,85000,89000,0,0
151.198642,Iter1-Wait,84000,85000,88000,0,0
151.699460,Iter2,84000,85000,88000,9,0
152.200115,Iter2,87000,101000,89000,100,0
152.700526,Iter2,88000,101000,89000,100,0
153.201193,Iter2,89000,101000,89000,100,0
153.701861,Iter2,89000,100000,90000,100,0
154.202540,Iter2,89000,100000,90000,100,0
154.703186,Iter2,89000,100000,90000,100,0
155.203850,Iter2,89000,100000,90000,100,0
155.704620,Iter2,89000,100000,90000,100,0
156.205259,Iter2,89000,100000,90000,100,0
156.705917,Iter2,89000,99000,90000,100,0
157.206717,Iter2,90000,100000,90000,100,0
157.707065,Iter2,89000,100000,91000,100,0
158.207714,Iter2,90000,100000,91000,100,0
158.708355,Iter2,90000,100000,91000,100,0
159.209020,Iter2,90000,100000,91000,100,0
159.709773,Iter2,90000,100000,92000,100,0
160.210427,Iter2,90000,100000,91000,100,0
160.711022,Iter2,89000,99000,91000,100,0
161.211871,Iter2,90000,100000,91000,100,0
161.712530,Iter2,90000,100000,91000,100,0
162.213182,Iter2,91000,99000,91000,100,0
162.713944,Iter2,90000,100000,91000,100,0
163.214314,Iter2,90000,100000,91000,100,0
163.714985,Iter2,90000,100000,91000,100,0
164.215567,Iter2,91000,100000,91000,100,0
164.716196,Iter2,91000,99000,91000,100,0
165.217042,Iter2,90000,100000,91000,100,0
165.717685,Iter2,91000,99000,91000,100,0
166.218322,Iter2,91000,99000,92000,100,0
166.718980,Iter2,90000,99000,91000,100,0
167.219631,Iter2,91000,100000,92000,100,0
167.720276,Iter2,90000,99000,92000,100,0
168.220719,Iter2,90000,99000,92000,100,0
168.721416,Iter2,91000,100000,92000,100,0
169.222195,Iter2,90000,100000,92000,100,0
169.722856,Iter2,90000,99000,92000,100,0
170.223492,Iter2,91000,100000,92000,100,0
170.724263,Iter2,91000,100000,92000,100,0
171.224919,Iter2,90000,100000,92000,100,0
171.725557,Iter2,90000,100000,93000,100,0
172.226320,Iter2,91000,100000,92000,100,0
172.726980,Iter2,91000,99000,92000,100,0
173.227622,Iter2,91000,100000,92000,100,0
173.728008,Iter2,91000,100000,92000,100,0
174.228668,Iter2,91000,100000,92000,100,0
174.729431,Iter2,90000,100000,92000,100,0
175.230078,Iter2,91000,100000,93000,100,0
175.730715,Iter2,91000,99000,93000,100,0
176.231497,Iter2,92000,100000,92000,100,0
176.732143,Iter2,91000,100000,92000,100,0
177.232775,Iter2,90000,100000,92000,100,0
177.733621,Iter2,91000,99000,92000,100,0
178.234258,Iter2,90000,99000,92000,100,0
178.734601,Iter2,91000,99000,92000,100,0
179.235262,Iter2,91000,100000,92000,100,0
179.735920,Iter2,91000,99000,92000,100,0
180.236680,Iter2,91000,100000,92000,100,0
180.737316,Iter2,91000,99000,93000,100,0
181.237998,Iter2,92000,100000,92000,100,0
181.738743,Iter2,91000,99000,92000,100,0
182.239378,Iter2,91000,99000,92000,100,0
182.740075,Iter2,91000,100000,92000,100,0
183.240837,Iter2,91000,100000,92000,100,0
183.741468,Iter2,91000,100000,92000,100,0
184.241779,Iter2,91000,100000,92000,100,0
184.742423,Iter2,91000,99000,92000,100,0
185.243081,Iter2,91000,100000,92000,100,0
185.743711,Iter2,91000,100000,92000,100,0
186.244342,Iter2,91000,100000,92000,100,0
186.745011,Iter2,91000,100000,92000,100,0
187.245641,Iter2,91000,100000,92000,100,0
187.746274,Iter2,91000,99000,92000,100,0
188.247055,Iter2,92000,100000,92000,100,0
188.747689,Iter2,91000,100000,92000,100,0
189.248038,Iter2,92000,99000,92000,100,0
189.748697,Iter2,91000,100000,92000,100,0
190.249348,Iter2,91000,100000,92000,100,0
190.750162,Iter2,91000,99000,92000,100,0
191.250824,Iter2,91000,99000,92000,100,0
191.751455,Iter2,91000,100000,92000,100,0
192.252204,Iter2,91000,100000,92000,100,0
192.752862,Iter2,91000,100000,92000,100,0
193.253508,Iter2,91000,99000,92000,100,0
193.754269,Iter2,91000,100000,92000,100,0
194.254932,Iter2,92000,99000,92000,100,0
194.755293,Iter2,91000,100000,92000,100,0
195.255957,Iter2,91000,100000,92000,100,0
195.756622,Iter2,91000,100000,92000,100,0
196.257380,Iter2,91000,99000,92000,100,0
196.758037,Iter2,92000,99000,92000,100,0
197.258663,Iter2,92000,100000,92000,100,0
197.759448,Iter2,91000,100000,92000,100,0
198.260106,Iter2,91000,100000,92000,100,0
198.760737,Iter2,92000,99000,92000,100,0
199.261508,Iter2,92000,99000,92000,100,0
199.762021,Iter2,92000,99000,92000,100,0
200.262698,Iter2,91000,99000,92000,100,0
200.763329,Iter2,91000,100000,92000,100,0
201.263986,Iter2,92000,100000,92000,100,0
201.764657,Iter2,91000,100000,92000,100,0
202.265290,Iter2,91000,99000,92000,100,0
202.765950,Iter2,91000,99000,92000,100,0
203.266729,Iter2,91000,99000,92000,100,0
203.767364,Iter2,92000,99000,92000,100,0
204.268029,Iter2,91000,100000,92000,100,0
204.768751,Iter2,91000,99000,92000,100,0
205.269243,Iter2,91000,100000,92000,100,0
205.769913,Iter2,91000,100000,92000,100,0
206.270544,Iter2,91000,100000,92000,100,0
206.771183,Iter2,91000,100000,92000,100,0
207.271889,Iter2,91000,100000,92000,100,0
207.772533,Iter2,91000,99000,92000,100,0
208.273182,Iter2,91000,100000,92000,100,0
208.773958,Iter2,92000,100000,93000,100,0
209.274613,Iter2,91000,100000,92000,100,0
209.775249,Iter2,92000,100000,92000,100,0
210.275644,Iter2,92000,100000,92000,100,0
210.776313,Iter2,92000,99000,92000,100,0
211.276849,Iter2,92000,99000,93000,100,0
211.777486,Iter2,91000,99000,92000,100,0
212.278131,Iter2,91000,100000,92000,100,0
212.778764,Iter2,91000,100000,92000,100,0
213.279403,Iter2,91000,99000,93000,100,0
213.780147,Iter2,91000,100000,92000,100,0
214.280807,Iter2,92000,100000,92000,100,0
214.781441,Iter2,91000,99000,92000,100,0
215.282206,Iter2,91000,100000,92000,100,0
215.782726,Iter2,92000,100000,93000,100,0
216.283370,Iter2,91000,100000,92000,100,0
216.784031,Iter2,91000,100000,92000,100,0
217.284671,Iter2,91000,100000,93000,100,0
217.785355,Iter2,91000,99000,93000,100,0
218.286016,Iter2,92000,99000,93000,100,0
218.786664,Iter2,92000,100000,93000,100,0
219.287386,Iter2,91000,100000,92000,100,0
219.788051,Iter2,91000,100000,93000,100,0
220.288682,Iter2,91000,100000,92000,100,0
220.789032,Iter2,92000,100000,92000,100,0
221.289767,Iter2,91000,100000,93000,100,0
221.790505,Iter2,91000,100000,92000,100,0
222.291168,Iter2,91000,100000,93000,100,0
222.791822,Iter2,92000,100000,92000,100,0
223.292569,Iter2,92000,99000,93000,100,0
223.793230,Iter2,92000,100000,92000,100,0
224.293891,Iter2,91000,100000,92000,100,0
224.794642,Iter2,91000,99000,92000,100,0
225.295285,Iter2,91000,100000,93000,100,0
225.795943,Iter2,92000,100000,93000,100,0
226.296425,Iter2,92000,99000,93000,100,0
226.797081,Iter2,92000,99000,93000,100,0
227.297733,Iter2,91000,99000,92000,100,0
227.798365,Iter2,92000,100000,93000,100,0
228.299017,Iter2,91000,100000,93000,100,0
228.799846,Iter2,91000,100000,92000,100,0
229.300483,Iter2,92000,100000,92000,100,0
229.801136,Iter2,92000,100000,93000,100,0
230.301888,Iter2,92000,99000,93000,100,0
230.802524,Iter2,91000,100000,93000,100,0
231.302861,Iter2,91000,100000,93000,100,0
231.803547,Iter2,91000,100000,93000,100,0
232.304192,Iter2,92000,99000,93000,100,0
232.804999,Iter2,91000,100000,92000,100,0
233.305670,Iter2,92000,100000,92000,100,0
233.806307,Iter2,92000,100000,93000,100,0
234.307066,Iter2,91000,100000,93000,100,0
234.807700,Iter2,91000,100000,93000,100,0
235.308333,Iter2,91000,99000,93000,100,0
235.809104,Iter2,92000,100000,92000,100,0
236.309740,Iter2,92000,100000,93000,100,0
236.810259,Iter2,91000,99000,92000,100,0
237.310928,Iter2,91000,99000,92000,100,0
237.811568,Iter2,92000,100000,93000,100,0
238.312211,Iter2,91000,99000,93000,100,0
238.812867,Iter2,92000,100000,93000,100,0
239.313499,Iter2,92000,100000,93000,100,0
239.814280,Iter2,91000,100000,93000,100,0
240.314938,Iter2,92000,100000,93000,100,0
240.815589,Iter2,91000,100000,92000,100,0
241.316342,Iter2,92000,99000,93000,100,0
241.816856,Iter2,91000,100000,93000,100,0
242.317522,Iter2,92000,99000,92000,100,0
242.818177,Iter2,91000,100000,93000,100,0
243.318832,Iter2,91000,99000,93000,100,0
243.819466,Iter2,91000,100000,93000,100,0
244.320122,Iter2,92000,100000,93000,100,0
244.820760,Iter2,92000,100000,93000,100,0
245.321516,Iter2,92000,100000,93000,100,0
245.822166,Iter2,91000,100000,93000,100,0
246.322825,Iter2,92000,100000,93000,100,0
246.823581,Iter2,92000,99000,93000,100,0
247.323958,Iter2,92000,100000,93000,100,0
247.824667,Iter2,92000,100000,93000,100,0
248.325305,Iter2,92000,100000,93000,100,0
248.825970,Iter2,92000,100000,93000,100,0
249.326714,Iter2,91000,99000,93000,100,0
249.827349,Iter2,91000,100000,92000,100,0
250.328012,Iter2,92000,100000,93000,100,0
250.828816,Iter2,92000,100000,93000,100,0
251.329452,Iter2,92000,99000,93000,100,0
251.830104,Iter2,91000,100000,93000,100,0
252.330444,Iter2,91000,100000,93000,100,0
252.831162,Iter2,92000,100000,93000,100,0
253.331912,Iter2,91000,99000,93000,100,0
253.832540,Iter2,91000,100000,93000,100,0
254.333188,Iter2,92000,100000,93000,100,0
254.833955,Iter2,91000,100000,93000,100,0
255.334612,Iter2,92000,99000,93000,100,0
255.835246,Iter2,92000,100000,93000,100,0
256.336018,Iter2,92000,100000,93000,100,0
256.836685,Iter2,92000,100000,93000,100,0
257.337317,Iter2,92000,99000,93000,100,0
257.837679,Iter2,92000,100000,93000,100,0
258.338315,Iter2,92000,100000,93000,100,0
258.839098,Iter2,92000,99000,93000,100,0
259.339737,Iter2,92000,99000,93000,100,0
259.840370,Iter2,91000,100000,93000,100,0
260.341169,Iter2,92000,100000,93000,100,0
260.841820,Iter2,91000,100000,93000,100,0
261.342358,Iter2,92000,100000,93000,100,0
261.843015,Iter2,92000,100000,93000,100,0
262.343674,Iter2,92000,100000,93000,100,0
262.844167,Iter2,92000,99000,93000,100,0
263.344858,Iter2,92000,100000,93000,100,0
263.845506,Iter2,91000,99000,93000,100,0
264.346342,Iter2,91000,100000,93000,100,0
264.847007,Iter2,91000,100000,93000,100,0
265.347631,Iter2,92000,100000,93000,100,0
265.848406,Iter2,92000,100000,93000,100,0
266.349061,Iter2,92000,99000,93000,100,0
266.849689,Iter2,92000,99000,93000,100,0
267.350466,Iter2,92000,99000,93000,100,0
267.850968,Iter2,92000,99000,93000,100,0
268.351518,Iter2,91000,100000,93000,100,0
268.852179,Iter2,92000,100000,93000,100,0
269.352837,Iter2,92000,100000,93000,100,0
269.853590,Iter2,92000,100000,93000,100,0
270.354221,Iter2,92000,100000,93000,100,0
270.854879,Iter2,92000,100000,93000,100,0
271.355659,Iter2,91000,100000,93000,100,0
271.856293,Iter2,92000,99000,93000,100,0
272.356949,Iter2,92000,100000,93000,100,0
272.857750,Iter2,91000,100000,93000,100,0
273.358039,Iter2,92000,100000,93000,100,0
273.858856,Iter2,91000,100000,93000,100,0
274.359496,Iter2,92000,99000,93000,100,0
274.860147,Iter2,92000,100000,93000,100,0
275.360847,Iter2,92000,100000,93000,100,0
275.861352,Iter2,91000,99000,93000,100,0
276.362013,Iter2,92000,100000,93000,100,0
276.862672,Iter2,92000,100000,93000,100,0
277.363310,Iter2,92000,100000,93000,100,0
277.863990,Iter2,92000,99000,93000,100,0
278.364635,Iter2,92000,100000,93000,100,0
278.865164,Iter2,92000,99000,93000,100,0
279.366015,Iter2,92000,100000,93000,100,0
279.866679,Iter2,91000,100000,93000,100,0
280.367317,Iter2,91000,100000,93000,100,0
280.868081,Iter2,92000,99000,93000,100,0
281.368715,Iter2,91000,99000,93000,100,0
281.869344,Iter2,91000,100000,93000,100,0
282.370121,Iter2,92000,99000,93000,100,0
282.870753,Iter2,92000,100000,93000,100,0
283.371389,Iter2,92000,100000,93000,100,0
283.871689,Iter2,92000,99000,93000,100,0
284.372349,Iter2,91000,100000,93000,100,0
284.873016,Iter2,92000,100000,93000,100,0
285.373652,Iter2,91000,100000,93000,100,0
285.874287,Iter2,92000,100000,93000,100,0
286.374945,Iter2,91000,99000,93000,100,0
286.875589,Iter2,92000,100000,93000,100,0
287.376342,Iter2,92000,100000,93000,100,0
287.877001,Iter2,92000,99000,93000,100,0
288.377635,Iter2,91000,100000,93000,100,0
288.878401,Iter2,92000,100000,93000,100,0
289.379004,Iter2,92000,100000,93000,100,0
289.879675,Iter2,92000,99000,93000,100,0
290.380464,Iter2,91000,100000,93000,100,0
290.881118,Iter2,92000,100000,93000,100,0
291.381750,Iter2,92000,100000,93000,100,0
291.882536,Iter2,91000,100000,93000,100,0
292.383185,Iter2,92000,99000,93000,100,0
292.883839,Iter2,91000,100000,93000,100,0
293.384639,Iter2,91000,99000,93000,100,0
293.885272,Iter2,92000,99000,93000,100,0
294.385761,Iter2,91000,100000,93000,100,0
294.886441,Iter2,92000,100000,93000,100,0
295.387089,Iter2,92000,100000,93000,100,0
295.887761,Iter2,92000,100000,93000,100,0
296.388396,Iter2,92000,100000,93000,100,0
296.889060,Iter2,92000,99000,93000,100,0
297.389853,Iter2,91000,100000,93000,100,0
297.890489,Iter2,92000,100000,93000,100,0
