timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1,power
0.001096,39000,32000,8358395904,0,0,-1
0.536207,39000,33000,8358412288,95,2,-1
1.069054,39000,33000,8358412288,99,2,-1
1.604313,40000,34000,8358412288,99,3,-1
2.183627,40000,34000,8358412288,84,3,-1
2.726142,40000,34000,8358412288,99,3,-1
3.258069,40000,34000,8358412288,90,3,-1
3.789191,40000,34000,8358412288,99,3,-1
4.371252,40000,34000,8358412288,97,3,-1
4.909844,41000,35000,8358412288,99,4,-1
5.440290,41000,34000,8358412288,82,3,-1
5.976177,41000,35000,8358412288,99,4,-1
6.536523,41000,35000,8358412288,99,3,-1
7.075424,41000,35000,8358412288,99,3,-1
7.609282,41000,35000,8358412288,99,3,-1
8.151387,41000,35000,8358412288,99,3,-1
8.723429,41000,35000,8358412288,99,3,-1
9.265625,41000,35000,8358412288,99,3,-1
9.798461,41000,35000,8358412288,81,3,-1
10.341558,41000,35000,8358412288,99,3,-1
10.873495,41000,35000,8358412288,99,3,-1
11.403546,41000,35000,8358412288,99,3,-1
11.934560,41000,35000,8358412288,98,3,-1
12.469222,41000,35000,8358412288,99,3,-1
13.022221,41000,35000,8358412288,99,3,-1
13.553873,41000,35000,8358412288,82,3,-1
14.086553,41000,35000,8358412288,99,3,-1
14.653445,41000,35000,8358412288,99,3,-1
15.221890,41000,35000,8358412288,99,3,-1
15.755367,41000,35000,8358412288,98,3,-1
16.297746,41000,35000,8358412288,99,3,-1
16.842417,41000,35000,8358412288,99,3,-1
17.373428,41000,35000,8358412288,90,3,-1
17.903807,41000,35000,8358412288,99,3,-1
18.436854,41000,35000,8358412288,99,3,-1
18.967040,41000,35000,8358412288,99,3,-1
19.500529,41000,35000,8358412288,98,3,-1
20.055751,41000,35000,8358412288,99,3,-1
20.577973,41000,35000,8358412288,99,3,-1
21.120975,41000,35000,8358412288,90,3,-1
21.652245,41000,35000,8358412288,99,4,-1
22.197043,41000,36000,8358412288,99,4,-1
22.734109,42000,36000,8358412288,99,4,-1
23.285996,42000,36000,8358412288,99,4,-1
23.831104,42000,35000,8358412288,99,4,-1
24.390913,42000,36000,8358412288,99,4,-1
24.930730,42000,36000,8358412288,94,3,-1
25.485815,42000,36000,8358412288,99,4,-1
26.034382,42000,36000,8358412288,99,4,-1
26.581241,42000,36000,8358412288,99,4,-1
27.114421,42000,35000,8358412288,99,3,-1
27.645403,42000,36000,8358412288,99,4,-1
28.178407,42000,36000,8358412288,99,4,-1
28.711331,42000,36000,8358412288,95,3,-1
29.242001,42000,36000,8358412288,99,4,-1
29.773662,42000,36000,8358412288,99,4,-1
30.321459,42000,36000,8358412288,99,4,-1
30.847537,42000,36000,8358412288,99,4,-1
31.394584,42000,36000,8358412288,99,4,-1
31.924719,42000,36000,8358412288,99,4,-1
32.454120,42000,36000,8358412288,95,3,-1
32.986701,42000,36000,8358412288,99,4,-1
33.517178,42000,36000,8358412288,99,4,-1
34.045655,42000,36000,8358412288,99,3,-1
34.587259,42000,36000,8358412288,99,3,-1
35.140866,42000,36000,8358412288,99,4,-1
35.676801,42000,36000,8358412288,99,3,-1
36.224701,42000,36000,8358412288,95,3,-1
36.777641,42000,36000,8358412288,99,3,-1
37.319001,42000,36000,8358412288,99,3,-1
37.847867,42000,36000,8358412288,99,3,-1
38.378702,42000,36000,8358412288,99,3,-1
38.913815,42000,36000,8358412288,99,3,-1
39.456856,42000,36000,8358412288,99,3,-1
40.002484,42000,36000,8358412288,96,3,-1
40.532809,42000,36000,8358412288,99,3,-1
41.056978,42000,36000,8358412288,99,3,-1
41.580476,42000,36000,8358412288,99,3,-1
42.137606,42000,36000,8358412288,99,3,-1
42.695986,42000,36000,8358412288,99,4,-1
43.243418,42000,36000,8358412288,99,4,-1
43.794071,42000,36000,8358412288,97,3,-1
44.323076,42000,36000,8358412288,99,3,-1
44.864705,42000,36000,8358412288,99,2,-1
45.394130,42000,35000,8358412288,99,2,-1
45.924773,42000,35000,8358412288,99,1,-1
46.449170,42000,34000,8358412288,26,0,-1
46.999095,41000,34000,8358412288,0,0,-1
47.536979,41000,34000,8358412288,0,0,-1
48.075559,41000,34000,8358412288,0,0,-1
48.609314,41000,34000,8358412288,0,0,-1
49.137569,41000,34000,8358412288,0,0,-1
49.674220,41000,34000,8358412288,97,2,-1
50.227000,41000,35000,8358412288,99,3,-1
50.760989,41000,35000,8358412288,98,3,-1
51.343059,41000,35000,8358412288,99,3,-1
51.893665,41000,36000,8358412288,99,3,-1
52.417147,42000,36000,8358412288,91,3,-1
52.945782,42000,36000,8358412288,99,3,-1
53.483583,42000,36000,8358412288,99,3,-1
54.014054,42000,36000,8358412288,99,3,-1
54.566674,42000,36000,8358412288,98,4,-1
55.115475,42000,36000,8358412288,99,3,-1
55.667497,42000,36000,8358412288,99,4,-1
56.193661,42000,35000,8358412288,87,3,-1
56.726962,42000,36000,8358412288,99,3,-1
57.271312,42000,36000,8358412288,99,4,-1
57.803822,42000,36000,8358412288,99,3,-1
58.333813,42000,36000,8358412288,98,3,-1
58.892613,42000,36000,8358412288,99,3,-1
59.447025,42000,36000,8358412288,99,4,-1
59.983764,42000,36000,8358412288,90,3,-1
60.517443,42000,36000,8358412288,99,4,-1
61.065875,42000,36000,8358412288,99,3,-1
61.596043,42000,36000,8358412288,99,4,-1
62.135537,42000,36000,8358412288,99,4,-1
62.660933,42000,36000,8358412288,99,3,-1
63.189973,42000,36000,8358412288,99,3,-1
63.723893,42000,36000,8358412288,88,3,-1
64.267039,42000,36000,8358412288,99,3,-1
64.797656,42000,36000,8358412288,99,3,-1
65.328963,42000,36000,8358412288,99,3,-1
65.872095,42000,36000,8358412288,99,3,-1
66.395726,42000,36000,8358412288,99,3,-1
66.926186,42000,36000,8358412288,99,3,-1
67.457248,42000,36000,8358412288,87,3,-1
67.988804,42000,36000,8358412288,99,3,-1
68.552078,42000,36000,8358412288,99,3,-1
69.076305,42000,36000,8358412288,99,4,-1
69.609280,42000,36000,8358412288,98,3,-1
70.164377,42000,36000,8358412288,99,4,-1
70.707312,42000,36000,8358412288,99,4,-1
71.251450,42000,36000,8358412288,91,3,-1
71.795000,42000,36000,8358412288,99,4,-1
72.346644,42000,36000,8358412288,99,4,-1
72.872386,42000,36000,8358412288,99,4,-1
73.406622,42000,36000,8358412288,99,4,-1
73.961587,42000,36000,8358412288,99,4,-1
74.491359,42000,36000,8358412288,99,4,-1
75.025514,42000,36000,8358412288,92,3,-1
75.587081,42000,36000,8358412288,99,4,-1
76.117593,42000,36000,8358412288,99,4,-1
76.649576,42000,36000,8358412288,99,4,-1
