timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1,power
0.001284,42000,35000,17187405824,1,0,143
0.532722,42000,38000,17187422208,98,10,486
1.089624,44000,42000,17187422208,96,25,490
1.625687,45000,43000,17187422208,95,23,496
2.173759,47000,44000,17187422208,99,25,484
2.709678,48000,44000,17187422208,99,25,495
3.242877,48000,44000,17187422208,99,25,507
3.789896,49000,44000,17187422208,99,25,489
4.326789,49000,45000,17187422208,99,25,511
4.888425,49000,45000,17187422208,99,25,515
5.449852,50000,45000,17187422208,99,25,503
5.997129,50000,45000,17187422208,94,24,476
6.526996,50000,45000,17187422208,99,25,504
7.077412,50000,46000,17187422208,99,26,502
7.627022,50000,45000,17187422208,99,25,454
8.162985,50000,45000,17187422208,99,24,510
8.712980,50000,46000,17187422208,99,25,484
9.249911,50000,46000,17187422208,99,25,486
9.776076,50000,46000,17187422208,97,25,509
10.358122,50000,46000,17187422208,99,25,504
10.912732,50000,46000,17187422208,99,25,520
11.481157,51000,46000,17187422208,99,25,471
12.031189,51000,46000,17187422208,99,25,477
12.555169,51000,47000,17187422208,99,25,504
13.125706,51000,47000,17187422208,99,25,509
13.686225,51000,47000,17187422208,98,26,492
14.222433,51000,47000,17187422208,99,25,488
14.763160,51000,47000,17187422208,98,25,514
15.319365,51000,47000,17187422208,99,25,486
15.855309,51000,47000,17187422208,99,25,508
16.406367,51000,47000,17187422208,99,25,505
16.962323,51000,47000,17187422208,99,25,503
17.503430,51000,47000,17187422208,96,25,489
18.038313,52000,48000,17187422208,99,25,491
18.574343,52000,48000,17187422208,99,26,479
19.098511,52000,48000,17187422208,99,25,488
19.647692,52000,48000,17187422208,99,25,492
20.205578,52000,48000,17187422208,99,25,512
20.790914,52000,48000,17187422208,99,25,521
21.383641,52000,48000,17187422208,99,26,520
21.951232,53000,48000,17187422208,99,25,486
22.499925,52000,48000,17187422208,99,25,510
23.066907,53000,48000,17187422208,99,25,522
23.630710,53000,49000,17187422208,99,25,495
24.170732,53000,49000,17187422208,98,25,509
24.719743,53000,49000,17187422208,99,25,501
25.280666,53000,50000,17187422208,99,25,509
25.851008,53000,50000,17187422208,99,25,517
26.406817,53000,50000,17187422208,99,25,493
26.946858,53000,50000,17187422208,97,25,510
27.495951,53000,50000,17187422208,99,25,506
28.044946,54000,50000,17187422208,98,25,510
28.597085,54000,50000,17187422208,99,25,450
29.136974,54000,50000,17187422208,99,25,523
29.698253,54000,50000,17187422208,99,25,516
30.256209,54000,50000,17187422208,99,25,520
30.818659,54000,50000,17187422208,98,25,507
31.366270,54000,50000,17187422208,99,25,499
31.904120,54000,50000,17187422208,98,25,488
32.429148,54000,50000,17187422208,99,25,502
33.007025,54000,50000,17187422208,99,25,519
