timestamp,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
0.001548,37000,34000,54692872192,1,0
0.502338,36000,34000,54692872192,99,2
1.003374,36000,35000,54692872192,72,2
1.504580,34000,34000,54692872192,0,0
2.005238,33000,34000,54692872192,0,0
2.505803,32000,34000,54692872192,0,0
3.006657,32000,34000,54692872192,0,0
3.507678,32000,34000,54692872192,0,0
4.008736,32000,34000,54692872192,0,0
4.509735,31000,33000,54692872192,0,0
5.010746,31000,33000,54692872192,0,0
5.511779,31000,33000,54692872192,0,0
6.012601,32000,34000,54692888576,33,0
6.513619,35000,35000,54692888576,90,1
7.013923,38000,34000,54692888576,100,1
7.514670,39000,34000,54692888576,97,0
8.015318,40000,35000,54692888576,96,0
8.515713,41000,35000,54692888576,99,0
9.016951,39000,34000,54692888576,9,0
9.517973,37000,34000,54692888576,0,0
10.018996,35000,34000,54692888576,0,0
10.520019,34000,34000,54692888576,0,0
11.021041,33000,34000,54692888576,0,0
11.522081,32000,34000,54692888576,0,0
12.023090,32000,34000,54692888576,0,0
12.524115,32000,34000,54692888576,0,0
13.025167,32000,34000,54692888576,0,0
13.526190,32000,34000,54692888576,0,0
14.026975,33000,34000,54692888576,91,1
14.527612,36000,34000,54692888576,98,1
15.037032,39000,35000,54692888576,89,0
15.538074,40000,35000,54692888576,99,0
16.039167,41000,35000,54692888576,95,0
16.539824,41000,35000,54692888576,93,0
17.040472,38000,34000,54692888576,2,0
17.541399,36000,34000,54692888576,0,0
18.042412,34000,34000,54692888576,0,0
18.543238,33000,34000,54692888576,0,0
19.044031,33000,34000,54692888576,0,0
19.544605,32000,34000,54692888576,0,0
20.045490,32000,34000,54692888576,0,0
20.546506,32000,34000,54692888576,0,0
21.047530,32000,34000,54692888576,0,0
21.548543,32000,34000,54692888576,0,0
22.049370,35000,35000,54692888576,97,1
22.549691,37000,35000,54692888576,98,1
