timestamp,rocm_smi:::gpu_clk_freq_System:device=1:idx=0,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1
0.001482,116000000,34000,34000,81947459584,0,0
0.501985,94000000,35000,34000,81947459584,0,0
1.002915,94000000,35000,34000,81947459584,0,0
1.503477,500000000,34000,34000,81947459584,35,1
2.003946,500000000,35000,34000,81947459584,4,0
2.504517,94000000,35000,34000,81947459584,0,0
3.005029,116000000,34000,34000,81947459584,0,0
3.505576,500000000,34000,35000,81947459584,95,2
4.008137,500000000,36000,35000,81947459584,86,1
4.509110,500000000,37000,35000,81947459584,13,0
5.009864,103000000,35000,34000,81947459584,0,0
5.510305,101000000,34000,34000,81947459584,0,0
6.011088,94000000,33000,34000,81947459584,0,0
6.511996,95000000,33000,34000,81947459584,0,0
7.012679,94000000,32000,34000,81947459584,0,0
7.513359,94000000,32000,34000,81947459584,0,0
8.014265,95000000,32000,34000,81947459584,0,0
8.514807,121000000,33000,34000,81947459584,0,0
9.015297,105000000,32000,34000,81947459584,0,0
9.515876,500000000,33000,34000,81947475968,83,0
10.016279,500000000,34000,34000,81947475968,98,0
10.516998,500000000,35000,35000,81947475968,92,0
11.017393,500000000,36000,35000,81947475968,97,0
11.519422,500000000,37000,35000,81947475968,86,0
12.019991,500000000,37000,35000,81947475968,94,0
12.520493,500000000,38000,35000,81947475968,97,0
13.021421,500000000,38000,35000,81947475968,93,0
13.522054,500000000,38000,35000,81947475968,96,0
14.022554,500000000,38000,35000,81947475968,98,0
14.523099,500000000,38000,35000,81947475968,92,0
15.023613,500000000,38000,35000,81947475968,97,0
15.524187,500000000,38000,35000,81947475968,89,0
16.024685,500000000,38000,35000,81947475968,96,0
16.525231,500000000,38000,35000,81947475968,98,0
17.025622,500000000,38000,36000,81947475968,90,0
17.526340,500000000,38000,35000,81947475968,30,0
18.026691,500000000,36000,35000,81947475968,0,0
18.527369,500000000,35000,35000,81947475968,0,0
19.029644,106000000,35000,35000,81947475968,0,0
19.530029,95000000,34000,34000,81947475968,0,0
20.031093,115000000,33000,34000,81947475968,0,0
20.532020,99000000,33000,34000,81947475968,0,0
21.032916,102000000,33000,34000,81947475968,0,0
21.533650,94000000,32000,34000,81947475968,0,0
22.034108,109000000,32000,34000,81947475968,0,0
22.534873,500000000,32000,34000,81947475968,68,0
23.035511,500000000,34000,35000,81947475968,90,0
23.536042,500000000,35000,35000,81947475968,96,0
24.036558,500000000,36000,35000,81947475968,98,0
24.537064,500000000,37000,35000,81947475968,91,0
25.037606,500000000,38000,36000,81947475968,96,0
25.538462,500000000,38000,36000,81947475968,97,0
26.039115,500000000,38000,36000,81947475968,95,0
